FORMATION_DATE,BLOCK_TYPE,SELECTED_PAIR_NUMBER,PAIR_ID,COMPANY_A,COMPANY_B,SSD,SSD_RANK,FORMATION_START,FORMATION_END,FORMATION_OBSERVATIONS,NORMALIZATION_ANCHOR_DATE,ANCHOR_TRI_A,ANCHOR_TRI_B,FORMATION_SEGMENT_A,FORMATION_SEGMENT_B,FORMATION_SPREAD_MEAN,FORMATION_SPREAD_STD_DDOF1,ENTRY_Z,UPPER_ENTRY_SPREAD,LOWER_ENTRY_SPREAD,EXIT_SPREAD,TRADING_START,TRADING_END,STRUCTURAL_BREAK_DATE_IN_TRADING,EFFECTIVE_LAST_COMMON_TRADING_DATE,FORCED_EXIT_REASON_IF_STILL_OPEN,MAX_FORMATION_NORMALIZATION_ERROR_A,MAX_FORMATION_NORMALIZATION_ERROR_B,PAIR_GROSS_CAPITAL_WEIGHT,ABS_WEIGHT_PER_LEG
2021-07-30,DEVELOPMENT,1,ALKEM__AUROPHARMA,ALKEM,AUROPHARMA,1.079529507647253,1,2020-08-01,2021-07-30,249,2020-08-03,193.05513916829187,100.27286880339092,ALKEM_SEG1,AUROPHARMA_SEG1,0.0059803123638264835,0.06570413394071294,2.0,0.13738858024525236,-0.1254279555175994,0.0059803123638264835,2021-08-02,2022-01-31,,2022-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2021-07-30,DEVELOPMENT,2,CIPLA__SUNPHARMA,CIPLA,SUNPHARMA,1.1639807881915865,3,2020-08-01,2021-07-30,249,2020-08-03,111.4886804311556,65.28973170185516,CIPLA_SEG1,SUNPHARMA_SEG1,0.024231702955009978,0.06406190638103337,2.0,0.15235551571707673,-0.10389210980705677,0.024231702955009978,2021-08-02,2022-01-31,,2022-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2021-07-30,DEVELOPMENT,3,BIOCON__TORNTPHARM,BIOCON,TORNTPHARM,1.711009168399262,6,2020-08-01,2021-07-30,249,2020-08-03,482.2303706345041,198.9826196806528,BIOCON_SEG1,TORNTPHARM_SEG1,0.005881649248221962,0.0828522614582087,2.0,0.17158617216463937,-0.15982287366819545,0.005881649248221962,2021-08-02,2022-01-31,,2022-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2021-07-30,DEVELOPMENT,4,DRREDDY__LUPIN,DRREDDY,LUPIN,2.046656923876178,8,2020-08-01,2021-07-30,249,2020-08-03,151.05039673531817,51.801154640240846,DRREDDY_SEG1,LUPIN_SEG1,-0.033989284871255576,0.08421828214688165,2.0,0.13444727942250773,-0.20242584916501888,-0.033989284871255576,2021-08-02,2022-01-31,,2022-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-01-31,DEVELOPMENT,1,CIPLA__DRREDDY,CIPLA,DRREDDY,1.0024487092126706,1,2021-02-01,2022-01-31,248,2021-02-01,126.55471832725787,147.73742709549504,CIPLA_SEG1,DRREDDY_SEG1,0.0279153476434557,0.05723700934476689,2.0,0.1423893663329895,-0.08655867104607808,0.0279153476434557,2022-02-01,2022-07-29,,2022-07-29,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-01-31,DEVELOPMENT,2,IPCALAB__PFIZER,IPCALAB,PFIZER,1.235053643152496,2,2021-02-01,2022-01-31,248,2021-02-01,256.41942483014265,210.2306034999132,IPCALAB_SEG1,PFIZER_SEG1,-0.01211746800420933,0.0696619672576804,2.0,0.12720646651115147,-0.1514414025195701,-0.01211746800420933,2022-02-01,2022-07-29,,2022-07-29,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-01-31,DEVELOPMENT,3,ABBOTINDIA__DIVISLAB,ABBOTINDIA,DIVISLAB,1.2423712904427382,3,2021-02-01,2022-01-31,248,2021-02-01,252.11090984895117,312.34530222559533,ABBOTINDIA_SEG1,DIVISLAB_SEG1,-0.037489910112418576,0.060155296228913094,2.0,0.08282068234540761,-0.15780050257024475,-0.037489910112418576,2022-02-01,2022-07-29,,2022-07-29,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-01-31,DEVELOPMENT,4,APLLTD__AUROPHARMA,APLLTD,AUROPHARMA,1.2866897832501698,4,2021-02-01,2022-01-31,248,2021-02-01,146.10035953539406,106.90776658069746,APLLTD_SEG1,AUROPHARMA_SEG1,0.01391185664605087,0.07081629092538151,2.0,0.1555444384968139,-0.12772072520471214,0.01391185664605087,2022-02-01,2022-07-29,,2022-07-29,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-07-29,DEVELOPMENT,1,DRREDDY__TORNTPHARM,DRREDDY,TORNTPHARM,0.5168275503726019,1,2021-08-01,2022-07-29,249,2021-08-02,157.57711577175607,227.26585595060524,DRREDDY_SEG1,TORNTPHARM_SEG1,0.0009102323492560042,0.045641540226050034,2.0,0.09219331280135608,-0.09037284810284406,0.0009102323492560042,2022-08-01,2023-01-31,,2023-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-07-29,DEVELOPMENT,2,ALKEM__IPCALAB,ALKEM,IPCALAB,0.6230596579255139,2,2021-08-01,2022-07-29,249,2021-08-02,243.233534489188,287.15668882648754,ALKEM_SEG1,IPCALAB_SEG1,-0.0021011754953492974,0.05007898351315987,2.0,0.09805679153097044,-0.10225914252166904,-0.0021011754953492974,2022-08-01,2023-01-31,,2023-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2022-07-29,DEVELOPMENT,3,GLENMARK__GRANULES,GLENMARK,GRANULES,0.7105847038067785,3,2021-08-01,2022-07-29,249,2021-08-02,66.84235560638669,265.06698795663294,GLENMARK_SEG1,GRANULES_SEG1,-0.020837513920814274,0.04928801174307265,2.0,0.07773850956533103,-0.11941353740695958,-0.020837513920814274,2022-08-01,2023-01-31,,2023-01-31,WINDOW_END,1.1102230246251565e-16,1.1102230246251565e-16,0.25,0.125
2022-07-29,DEVELOPMENT,4,AUROPHARMA__LUPIN,AUROPHARMA,LUPIN,0.796853078853766,5,2021-08-01,2022-07-29,249,2021-08-02,106.7289104456299,63.14664726829943,AUROPHARMA_SEG1,LUPIN_SEG1,-0.011464707451453015,0.0555080871445143,2.0,0.09955146683757558,-0.12248088174048162,-0.011464707451453015,2022-08-01,2023-01-31,,2023-01-31,WINDOW_END,1.1102230246251565e-16,1.1102230246251565e-16,0.25,0.125
2023-01-31,DEVELOPMENT,1,ALKEM__IPCALAB,ALKEM,IPCALAB,0.6160215981719693,1,2022-02-01,2023-01-31,249,2022-02-01,246.7166356976606,284.6589961473259,ALKEM_SEG1,IPCALAB_SEG1,0.009266015537795196,0.04896685417071443,2.0,0.10719972387922407,-0.08866769280363367,0.009266015537795196,2023-02-01,2023-07-31,,2023-07-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2023-01-31,DEVELOPMENT,2,CIPLA__TORNTPHARM,CIPLA,TORNTPHARM,0.725833403557421,2,2022-02-01,2023-01-31,249,2022-02-01,149.33441647104618,197.8857038510212,CIPLA_SEG1,TORNTPHARM_SEG1,-0.03118982090493423,0.04415903153819465,2.0,0.05712824217145507,-0.11950788398132353,-0.03118982090493423,2023-02-01,2023-07-31,,2023-07-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2023-01-31,DEVELOPMENT,3,AUROPHARMA__BIOCON,AUROPHARMA,BIOCON,0.9676985215531196,5,2022-02-01,2023-01-31,249,2022-02-01,76.75135298377765,440.37619304240974,AUROPHARMA_SEG1,BIOCON_SEG1,0.013977227368576576,0.060875771281124834,2.0,0.13572876993082625,-0.10777431519367309,0.013977227368576576,2023-02-01,2023-07-31,,2023-07-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2023-01-31,DEVELOPMENT,4,GLENMARK__LUPIN,GLENMARK,LUPIN,1.1019156962233392,6,2022-02-01,2023-01-31,249,2022-02-01,54.8320847239677,50.77849807685661,GLENMARK_SEG1,LUPIN_SEG1,0.05602897532773046,0.035934720340229084,2.0,0.12789841600818863,-0.015840465352727706,0.05602897532773046,2023-02-01,2023-07-31,,2023-07-31,WINDOW_END,2.220446049250313e-16,1.1102230246251565e-16,0.25,0.125
2023-07-31,DEVELOPMENT,1,CIPLA__GRANULES,CIPLA,GRANULES,0.627209749795287,1,2022-08-01,2023-07-31,247,2022-08-01,158.51002542898266,211.42546222894305,CIPLA_SEG1,GRANULES_SEG1,9.776398748165373e-05,0.05049379697149989,2.0,0.10108535793048143,-0.10088982995551812,9.776398748165373e-05,2023-08-01,2024-01-31,,2024-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
2023-07-31,DEVELOPMENT,2,DRREDDY__TORNTPHARM,DRREDDY,TORNTPHARM,0.7521978363846253,2,2022-08-01,2023-07-31,247,2022-08-01,138.68404714745097,227.47308089992816,DRREDDY_SEG1,TORNTPHARM_SEG1,0.028795957119830528,0.04717135650843942,2.0,0.12313867013670937,-0.06554675589704831,0.028795957119830528,2023-08-01,2024-01-31,,2024-01-31,WINDOW_END,2.220446049250313e-16,2.220446049250313e-16,0.25,0.125
