DATE,COMPANY_ID,SYMBOL,COMPANY,SERIES,ISIN,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,TOTAL_TRADED_QTY,TOTAL_TRADED_VALUE,TOTAL_TRADES,SOURCE_FORMAT,SOURCE_YEAR
2016-01-01,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,6028.9,6030.0,5885.0,5895.95,5915.0,6010.75,3258,19393288.0,720,LEGACY,2016.0
2016-01-01,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1331.9,1351.0,1328.25,1331.95,1331.0,1331.75,108454,145001613.5,5788,LEGACY,2016.0
2016-01-01,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1495.0,1519.0,1480.0,1503.1,1503.0,1485.25,508347,763831059.3,18465,LEGACY,2016.0
2016-01-01,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,694.95,699.0,685.1,687.85,686.0,696.05,53975,37405610.85,1773,LEGACY,2016.0
2016-01-01,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,879.9,886.0,871.5,881.4,878.15,875.95,851682,751169441.4,15121,LEGACY,2016.0
2016-01-01,BIOCON,BIOCON,Biocon,EQ,INE376G01013,520.95,528.5,515.7,521.2,520.35,518.1,782912,409201341.7,11034,LEGACY,2016.0
2016-01-01,CIPLA,CIPLA,Cipla,EQ,INE059A01026,653.2,658.45,648.5,655.35,654.25,649.75,556012,364088638.75,16076,LEGACY,2016.0
2016-01-01,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1154.0,1165.0,1145.55,1162.5,1163.0,1154.85,100178,116278197.75,4754,LEGACY,2016.0
2016-01-01,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3118.8,3123.0,3090.0,3108.6,3100.0,3108.6,171860,534501590.75,9350,LEGACY,2016.0
2016-01-01,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3315.0,3317.15,3288.0,3294.85,3290.15,3314.05,1950,6433109.05,549,LEGACY,2016.0
2016-01-01,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,921.9,927.95,921.05,923.75,925.0,921.9,112028,103588044.4,3462,LEGACY,2016.0
2016-01-01,GRANULES,GRANULES,Granules India,EQ,INE101D01020,148.55,151.9,148.1,150.5,149.55,148.8,401732,60246841.15,3541,LEGACY,2016.0
2016-01-01,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,741.0,747.7,740.0,742.3,742.35,741.9,37731,28042029.0,1607,LEGACY,2016.0
2016-01-01,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,279.8,285.4,278.25,279.15,279.0,278.65,230962,64950601.9,3448,LEGACY,2016.0
2016-01-01,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1836.1,1859.0,1832.2,1845.25,1843.15,1837.25,238463,440723571.9,8193,LEGACY,2016.0
2016-01-01,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,581.0,587.5,572.55,576.4,576.0,579.3,114217,66304438.0,3536,LEGACY,2016.0
2016-01-01,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,1018.5,1030.0,1005.0,1010.0,1010.0,1004.35,67558,68641890.55,4743,LEGACY,2016.0
2016-01-01,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2358.0,2411.25,2341.15,2383.65,2380.95,2358.75,17990,42735369.75,3390,LEGACY,2016.0
2016-01-01,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4378.05,4399.9,4331.05,4339.85,4332.0,4378.75,5380,23410598.2,820,LEGACY,2016.0
2016-01-01,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1287.5,1309.8,1273.05,1305.3,1303.6,1289.35,168997,219116726.9,5857,LEGACY,2016.0
2016-01-01,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,810.05,817.9,806.2,815.55,813.75,820.15,986728,802531605.6,19355,LEGACY,2016.0
2016-01-01,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1459.9,1509.9,1456.2,1478.9,1476.25,1451.65,375474,556347564.9,21868,LEGACY,2016.0
2016-01-01,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1537.8,1614.0,1530.85,1603.75,1602.85,1528.7,1038309,1643917025.75,32884,LEGACY,2016.0
2016-01-01,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,325.0,337.9,323.6,332.7,332.3,327.55,7005090,2332714569.45,77849,LEGACY,2016.0
2016-01-04,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5850.0,5999.95,5850.0,5930.9,5900.0,5895.95,2110,12521068.65,631,LEGACY,2016.0
2016-01-04,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1338.8,1338.8,1312.0,1327.5,1329.5,1331.95,122950,163060376.7,9324,LEGACY,2016.0
2016-01-04,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1499.9,1580.0,1485.0,1530.15,1526.0,1503.1,1350429,2084510788.65,52143,LEGACY,2016.0
2016-01-04,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,686.0,698.0,681.0,684.2,682.1,687.85,51148,35184641.2,2990,LEGACY,2016.0
2016-01-04,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,876.9,878.5,832.2,844.3,841.95,881.4,2112425,1790226112.65,45624,LEGACY,2016.0
2016-01-04,BIOCON,BIOCON,Biocon,EQ,INE376G01013,519.75,541.55,515.6,534.2,539.6,521.2,1267540,666801720.4,25205,LEGACY,2016.0
2016-01-04,CIPLA,CIPLA,Cipla,EQ,INE059A01026,652.05,653.8,639.4,645.65,645.0,655.35,631534,407691014.2,19653,LEGACY,2016.0
2016-01-04,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1161.0,1173.7,1137.8,1149.7,1143.9,1162.5,233101,269738285.6,14632,LEGACY,2016.0
2016-01-04,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3105.0,3120.0,3042.55,3056.0,3058.05,3108.6,333993,1028190850.65,27576,LEGACY,2016.0
2016-01-04,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3277.0,3299.0,3244.95,3258.2,3247.0,3294.85,5653,18443115.25,1832,LEGACY,2016.0
2016-01-04,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,926.8,948.95,920.55,930.55,930.55,923.75,574348,537313605.1,30359,LEGACY,2016.0
2016-01-04,GRANULES,GRANULES,Granules India,EQ,INE101D01020,149.8,149.8,146.0,146.65,146.15,150.5,598406,88257594.3,5524,LEGACY,2016.0
2016-01-04,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,744.0,745.0,730.7,731.95,731.0,742.3,67975,49963570.5,3473,LEGACY,2016.0
2016-01-04,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,281.1,288.0,279.5,280.95,282.5,279.15,273163,77206032.95,6530,LEGACY,2016.0
2016-01-04,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1830.0,1837.85,1786.4,1795.15,1798.0,1845.25,649115,1171575909.35,40072,LEGACY,2016.0
2016-01-04,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,574.0,579.55,561.0,563.3,562.2,576.4,92589,52631018.25,3121,LEGACY,2016.0
2016-01-04,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,1016.0,1026.9,983.0,989.2,994.0,1010.0,52548,52482413.35,4883,LEGACY,2016.0
2016-01-04,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2383.0,2399.9,2351.3,2367.45,2365.0,2383.65,7346,17392083.65,1398,LEGACY,2016.0
2016-01-04,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4389.0,4389.0,4280.0,4296.35,4290.0,4339.85,2584,11155159.55,876,LEGACY,2016.0
2016-01-04,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1305.3,1305.3,1260.0,1279.9,1280.05,1305.3,233584,298751412.25,8312,LEGACY,2016.0
2016-01-04,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,813.9,821.3,795.1,799.1,797.8,815.55,2388588,1920584470.65,85014,LEGACY,2016.0
2016-01-04,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1470.0,1482.95,1442.1,1448.35,1449.25,1478.9,143612,209599077.3,14705,LEGACY,2016.0
2016-01-04,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1599.5,1627.55,1550.1,1578.4,1574.05,1603.75,1368153,2178157122.8,51128,LEGACY,2016.0
2016-01-04,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,334.05,334.3,319.0,320.8,320.1,332.7,4827927,1565036468.85,87292,LEGACY,2016.0
2016-01-05,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5989.9,5990.0,5853.0,5878.1,5860.05,5930.9,1132,6685338.95,368,LEGACY,2016.0
2016-01-05,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1331.5,1336.65,1285.55,1309.85,1335.0,1327.5,187695,245053281.75,7798,LEGACY,2016.0
2016-01-05,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1538.0,1588.9,1533.6,1567.7,1561.1,1530.15,658233,1027547097.95,22938,LEGACY,2016.0
2016-01-05,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,684.0,688.95,675.05,677.85,677.0,684.2,65128,44354712.2,3400,LEGACY,2016.0
2016-01-05,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,845.95,867.35,841.25,863.5,860.65,844.3,1926118,1650897290.25,41642,LEGACY,2016.0
2016-01-05,BIOCON,BIOCON,Biocon,EQ,INE376G01013,543.0,544.55,532.5,534.15,535.0,534.2,1103610,593038234.75,18885,LEGACY,2016.0
2016-01-05,CIPLA,CIPLA,Cipla,EQ,INE059A01026,646.2,649.95,638.05,640.85,639.7,645.65,642269,414014184.85,34626,LEGACY,2016.0
2016-01-05,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1147.0,1157.5,1138.5,1147.5,1149.0,1149.7,302272,347362694.5,12155,LEGACY,2016.0
2016-01-05,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3065.0,3085.4,3060.0,3070.65,3074.0,3056.0,301505,926644923.0,33239,LEGACY,2016.0
2016-01-05,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3259.95,3299.0,3230.0,3277.8,3285.0,3258.2,5485,17869347.15,1073,LEGACY,2016.0
2016-01-05,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,939.9,943.25,929.95,935.05,934.9,930.55,488035,456458989.95,27065,LEGACY,2016.0
2016-01-05,GRANULES,GRANULES,Granules India,EQ,INE101D01020,147.75,150.9,144.8,147.95,147.2,146.65,770184,113326903.8,7056,LEGACY,2016.0
2016-01-05,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,739.4,739.4,710.05,712.35,715.0,731.95,403078,293714074.35,5632,LEGACY,2016.0
2016-01-05,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,282.85,286.3,276.6,278.65,279.7,280.95,199676,56105815.0,4094,LEGACY,2016.0
2016-01-05,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1813.3,1813.3,1773.0,1783.05,1780.0,1795.15,873308,1565860571.35,37003,LEGACY,2016.0
2016-01-05,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,569.0,623.7,565.3,596.15,599.0,563.3,866451,514467263.7,22902,LEGACY,2016.0
2016-01-05,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,991.2,1007.0,980.0,985.75,984.9,989.2,45072,44512549.25,7546,LEGACY,2016.0
2016-01-05,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2390.95,2390.95,2360.0,2368.25,2369.55,2367.45,6736,15958795.55,979,LEGACY,2016.0
2016-01-05,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4375.0,4375.0,4259.95,4284.1,4296.0,4296.35,27045,116035555.2,942,LEGACY,2016.0
2016-01-05,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1285.0,1287.35,1260.1,1264.6,1263.6,1279.9,250697,317835140.55,9683,LEGACY,2016.0
2016-01-05,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,807.0,807.0,792.05,800.5,800.75,799.1,1632394,1306676322.85,73398,LEGACY,2016.0
2016-01-05,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1444.15,1459.7,1420.55,1435.95,1435.0,1448.35,186614,269275536.4,14940,LEGACY,2016.0
2016-01-05,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1585.0,1600.0,1563.1,1579.7,1576.7,1578.4,1108326,1750238079.2,39089,LEGACY,2016.0
2016-01-05,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,322.2,324.9,309.55,313.6,313.3,320.8,4874911,1530776517.6,94557,LEGACY,2016.0
2016-01-06,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5870.05,5899.65,5780.0,5783.6,5780.0,5878.1,1183,6890679.55,406,LEGACY,2016.0
2016-01-06,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1329.6,1334.95,1296.0,1306.6,1310.05,1309.85,276239,362274393.6,14895,LEGACY,2016.0
2016-01-06,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1556.0,1582.0,1518.0,1527.0,1526.9,1567.7,594918,926670292.85,25651,LEGACY,2016.0
2016-01-06,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,689.9,694.0,673.05,676.95,678.0,677.85,68148,46440916.85,3563,LEGACY,2016.0
2016-01-06,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,869.95,878.0,853.3,867.2,866.8,863.5,1920462,1667936558.7,50093,LEGACY,2016.0
2016-01-06,BIOCON,BIOCON,Biocon,EQ,INE376G01013,526.1,531.2,518.0,523.75,522.5,534.15,1743671,914206725.65,33852,LEGACY,2016.0
2016-01-06,CIPLA,CIPLA,Cipla,EQ,INE059A01026,639.7,655.95,638.7,652.1,650.55,640.85,1234096,801005000.3,37826,LEGACY,2016.0
2016-01-06,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1149.0,1154.3,1135.0,1137.2,1135.05,1147.5,392164,448323847.95,19785,LEGACY,2016.0
2016-01-06,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3073.95,3092.0,3034.8,3046.25,3040.8,3070.65,266798,818096040.85,25914,LEGACY,2016.0
2016-01-06,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3258.25,3294.95,3252.0,3277.05,3255.0,3277.8,3135,10252718.3,673,LEGACY,2016.0
2016-01-06,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,930.05,954.0,901.5,906.95,906.5,935.05,1068823,988376148.15,58975,LEGACY,2016.0
2016-01-06,GRANULES,GRANULES,Granules India,EQ,INE101D01020,148.1,148.75,143.5,144.0,143.95,147.95,891064,129950476.7,16678,LEGACY,2016.0
2016-01-06,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,715.05,727.0,713.6,715.5,715.0,712.35,191509,137480648.9,5270,LEGACY,2016.0
2016-01-06,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,279.9,281.8,277.0,278.15,277.95,278.65,96618,27006299.25,1919,LEGACY,2016.0
2016-01-06,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1775.0,1786.55,1741.5,1753.2,1751.25,1783.05,628135,1108893377.85,35174,LEGACY,2016.0
2016-01-06,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,600.9,619.7,596.2,614.75,615.0,596.15,558034,340455664.7,14853,LEGACY,2016.0
2016-01-06,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,997.0,1012.9,976.5,990.9,986.9,985.75,633293,622160954.4,16417,LEGACY,2016.0
2016-01-06,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2358.0,2382.9,2345.0,2360.3,2359.65,2368.25,9969,23529115.1,1029,LEGACY,2016.0
2016-01-06,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4309.95,4330.1,4225.0,4255.45,4270.0,4284.1,4117,17517382.1,679,LEGACY,2016.0
2016-01-06,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1259.0,1280.25,1239.0,1256.7,1258.0,1264.6,344982,435010769.1,12729,LEGACY,2016.0
2016-01-06,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,805.0,805.8,790.75,791.95,791.45,800.5,2168214,1725306580.0,51865,LEGACY,2016.0
2016-01-06,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1430.15,1476.0,1430.15,1442.85,1443.0,1435.95,162094,235715492.5,10309,LEGACY,2016.0
2016-01-06,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1584.0,1618.9,1570.15,1576.6,1576.25,1579.7,972830,1550572091.85,35240,LEGACY,2016.0
2016-01-06,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,305.5,325.4,305.0,320.75,318.0,313.6,7555889,2416195866.95,99737,LEGACY,2016.0
2016-01-07,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5799.95,5800.0,5591.0,5656.15,5640.0,5783.6,2273,12891959.2,730,LEGACY,2016.0
2016-01-07,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1303.75,1303.75,1263.55,1272.7,1271.5,1306.6,165957,211969573.5,8894,LEGACY,2016.0
2016-01-07,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1504.0,1514.9,1458.45,1467.35,1468.0,1527.0,349010,517383081.15,14909,LEGACY,2016.0
2016-01-07,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,670.5,674.45,652.6,662.4,662.1,676.95,81083,53665131.15,5580,LEGACY,2016.0
2016-01-07,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,853.5,861.8,837.8,841.5,840.1,867.2,1796583,1527166850.95,42858,LEGACY,2016.0
2016-01-07,BIOCON,BIOCON,Biocon,EQ,INE376G01013,516.0,522.8,509.0,511.3,511.4,523.75,854379,440070491.6,17414,LEGACY,2016.0
2016-01-07,CIPLA,CIPLA,Cipla,EQ,INE059A01026,648.0,650.0,629.0,637.45,629.7,652.1,732335,471122397.5,23588,LEGACY,2016.0
2016-01-07,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1115.0,1136.55,1115.0,1126.95,1124.6,1137.2,316523,357022370.45,18442,LEGACY,2016.0
2016-01-07,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,3021.0,3021.0,2970.0,2991.8,2992.0,3046.25,483903,1446662461.8,41008,LEGACY,2016.0
2016-01-07,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3267.0,3273.85,3216.0,3233.3,3222.55,3277.05,5982,19312738.2,1575,LEGACY,2016.0
2016-01-07,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,895.0,898.9,861.0,866.25,862.0,906.95,1052693,921851442.95,39815,LEGACY,2016.0
2016-01-07,GRANULES,GRANULES,Granules India,EQ,INE101D01020,142.9,142.9,138.5,139.15,138.95,144.0,844462,118293352.45,14552,LEGACY,2016.0
2016-01-07,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,716.0,716.0,690.0,690.75,690.0,715.5,167947,117816877.05,6731,LEGACY,2016.0
2016-01-07,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,277.2,277.2,269.95,271.55,270.65,278.15,114048,31132585.1,2748,LEGACY,2016.0
2016-01-07,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1749.95,1769.9,1708.4,1717.5,1715.7,1753.2,780329,1359185979.6,32006,LEGACY,2016.0
2016-01-07,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,605.0,605.0,585.0,588.0,590.0,614.75,321912,190942102.9,12641,LEGACY,2016.0
2016-01-07,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,983.35,999.75,963.0,967.6,968.1,990.9,48634,47629831.75,3425,LEGACY,2016.0
2016-01-07,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2349.0,2366.35,2287.4,2313.2,2308.0,2360.3,13927,32234002.5,2316,LEGACY,2016.0
2016-01-07,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4309.9,4309.9,4190.0,4218.7,4210.0,4255.45,88110,370188616.7,1260,LEGACY,2016.0
2016-01-07,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1239.95,1249.45,1213.0,1222.7,1223.0,1256.7,297099,363443503.5,15423,LEGACY,2016.0
2016-01-07,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,788.0,799.0,778.65,783.8,786.7,791.95,2082334,1635706640.75,49345,LEGACY,2016.0
2016-01-07,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1425.05,1440.05,1416.0,1425.0,1430.0,1442.85,163423,233112527.45,16471,LEGACY,2016.0
2016-01-07,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1567.2,1576.0,1536.7,1545.8,1542.25,1576.6,739620,1151390325.65,26578,LEGACY,2016.0
2016-01-07,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,314.7,319.0,305.1,306.85,307.0,320.75,2850623,888755623.95,52806,LEGACY,2016.0
2016-01-08,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5795.7,5795.7,5666.0,5693.85,5750.0,5656.15,1486,8476047.55,491,LEGACY,2016.0
2016-01-08,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1273.1,1293.25,1230.1,1251.25,1250.45,1272.7,188022,235977740.3,12223,LEGACY,2016.0
2016-01-08,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1480.0,1503.9,1470.0,1477.2,1475.25,1467.35,190247,282962528.55,8263,LEGACY,2016.0
2016-01-08,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,661.0,677.75,661.0,669.0,667.25,662.4,25075,16806870.9,1259,LEGACY,2016.0
2016-01-08,AUROPHARMA,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,848.0,855.2,840.0,844.65,841.4,841.5,1618222,1373672300.75,32523,LEGACY,2016.0
2016-01-08,BIOCON,BIOCON,Biocon,EQ,INE376G01013,515.0,521.5,512.8,518.15,518.9,511.3,513885,265746788.25,9057,LEGACY,2016.0
2016-01-08,CIPLA,CIPLA,Cipla,EQ,INE059A01026,637.3,645.0,614.0,622.35,624.0,637.45,1553402,971031238.85,42039,LEGACY,2016.0
2016-01-08,DIVISLAB,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,1139.75,1139.75,1122.0,1129.7,1126.4,1126.95,366442,414000342.35,18147,LEGACY,2016.0
2016-01-08,DRREDDY,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,2980.0,3032.0,2975.8,3010.7,3015.0,2991.8,370871,1114716772.9,45627,LEGACY,2016.0
2016-01-08,GLAXO,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,3225.0,3325.0,3225.0,3295.5,3313.0,3233.3,9828,32151069.0,2458,LEGACY,2016.0
2016-01-08,GLENMARK,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,867.05,882.0,855.0,858.7,860.25,866.25,1375826,1192329495.35,35248,LEGACY,2016.0
2016-01-08,GRANULES,GRANULES,Granules India,EQ,INE101D01020,138.1,141.0,138.1,139.6,139.8,139.15,544828,76151494.4,7465,LEGACY,2016.0
2016-01-08,IPCALAB,IPCALAB,IPCA Laboratories,EQ,INE571A01020,699.6,702.0,675.05,681.75,676.0,690.75,155929,106534006.1,7359,LEGACY,2016.0
2016-01-08,JBCHEPHARM,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,271.0,276.3,271.0,272.65,272.1,271.55,63472,17381913.8,1554,LEGACY,2016.0
2016-01-08,LUPIN,LUPIN,Lupin,EQ,INE326A01037,1722.4,1746.35,1702.75,1712.85,1714.0,1717.5,752161,1298561008.95,34258,LEGACY,2016.0
2016-01-08,NATCOPHARM,NATCOPHARM,Natco Pharma,EQ,INE987B01026,593.8,614.9,591.1,601.6,605.0,588.0,331043,199022291.4,13295,LEGACY,2016.0
2016-01-08,PEL,PEL,Piramal Enterprises,EQ,INE140A01024,978.0,984.4,972.0,979.4,979.0,967.6,64674,63233064.0,7297,LEGACY,2016.0
2016-01-08,PFIZER,PFIZER,Pfizer,EQ,INE182A01018,2313.2,2399.0,2300.0,2364.4,2369.0,2313.2,9335,21853475.8,1663,LEGACY,2016.0
2016-01-08,SANOFI,SANOFI,Sanofi India,EQ,INE058A01010,4245.0,4250.0,4185.0,4213.05,4218.95,4218.7,1635,6897151.5,463,LEGACY,2016.0
2016-01-08,STAR,STAR,Strides Pharma Science,EQ,INE939A01011,1225.0,1239.0,1213.0,1228.05,1225.7,1222.7,183051,224624090.35,9383,LEGACY,2016.0
2016-01-08,SUNPHARMA,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,795.0,805.8,786.0,794.15,792.2,783.8,2315237,1841919465.35,71528,LEGACY,2016.0
2016-01-08,TORNTPHARM,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,1425.2,1449.0,1425.2,1440.6,1448.5,1425.0,189952,273471600.65,8387,LEGACY,2016.0
2016-01-08,WOCKPHARMA,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1560.0,1597.0,1548.0,1583.35,1585.1,1545.8,818511,1287637858.35,28769,LEGACY,2016.0
2016-01-08,ZYDUS,CADILAHC,Cadila Healthcare,EQ,INE010B01027,309.85,314.3,308.05,310.3,311.0,306.85,1615678,502241573.6,35304,LEGACY,2016.0
2016-01-11,ABBOTINDIA,ABBOTINDIA,Abbott India,EQ,INE358A01014,5880.0,5880.0,5605.5,5646.35,5615.0,5693.85,836,4727929.3,331,LEGACY,2016.0
2016-01-11,AJANTPHARM,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1244.0,1274.8,1223.25,1267.4,1268.2,1251.25,177889,222548516.1,14847,LEGACY,2016.0
2016-01-11,ALKEM,ALKEM,Alkem Laboratories,EQ,INE540L01014,1463.4,1484.8,1449.75,1475.7,1480.5,1477.2,187799,276046935.65,7995,LEGACY,2016.0
2016-01-11,APLLTD,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,661.0,666.0,653.0,662.25,661.0,669.0,49717,32922841.4,3973,LEGACY,2016.0
