DATE,YEAR,STATUS,ROWS_ADDED,URL,MESSAGE
2020-07-17,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/JUL/cm17JUL2020bhav.csv.zip,
2020-07-21,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/JUL/cm21JUL2020bhav.csv.zip,
2020-08-11,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/AUG/cm11AUG2020bhav.csv.zip,
2020-08-12,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/AUG/cm12AUG2020bhav.csv.zip,
2020-08-28,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/AUG/cm28AUG2020bhav.csv.zip,
2020-08-31,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/AUG/cm31AUG2020bhav.csv.zip,
2020-09-16,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/SEP/cm16SEP2020bhav.csv.zip,
2020-10-02,2020,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2020-10-12,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/OCT/cm12OCT2020bhav.csv.zip,
2020-10-26,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/OCT/cm26OCT2020bhav.csv.zip,
2020-10-27,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/OCT/cm27OCT2020bhav.csv.zip,
2020-11-03,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/NOV/cm03NOV2020bhav.csv.zip,
2020-11-16,2020,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2020-11-18,2020,RECOVERED,25,https://archives.nseindia.com/content/historical/EQUITIES/2020/NOV/cm18NOV2020bhav.csv.zip,
2020-11-30,2020,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2020-12-09,2020,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2020/DEC/cm09DEC2020bhav.csv.zip,
2020-12-17,2020,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2020/DEC/cm17DEC2020bhav.csv.zip,
2020-12-18,2020,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2020/DEC/cm18DEC2020bhav.csv.zip,
2020-12-25,2020,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
