DATE,SYMBOL,COMPANY,SERIES,ISIN,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,TOTAL_TRADED_QTY,TOTAL_TRADED_VALUE,TOTAL_TRADES,SOURCE_FORMAT
2021-01-01,ABBOTINDIA,Abbott India,EQ,INE358A01014,15800.0,15856.3,15698.0,15746.0,15750.0,15769.1,22888,360932086.5,4078,LEGACY
2021-01-01,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,1643.1,1659.4,1635.0,1651.05,1645.0,1633.2,103102,169870816.1,7960,LEGACY
2021-01-01,ALKEM,Alkem Laboratories,EQ,INE540L01014,2930.0,2984.0,2914.85,2950.75,2950.1,2926.2,41134,121149853.15,5887,LEGACY
2021-01-01,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,1035.0,1050.0,1034.0,1042.6,1040.0,1033.75,64268,67074342.4,4890,LEGACY
2021-01-01,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,923.7,934.7,914.05,927.75,928.8,921.3,2510737,2325842434.95,56024,LEGACY
2021-01-01,BIOCON,Biocon,EQ,INE376G01013,466.0,468.5,463.35,465.75,465.3,465.4,2177971,1015181898.75,27091,LEGACY
2021-01-01,CADILAHC,Cadila Healthcare,EQ,INE010B01027,477.75,482.85,476.75,478.4,478.85,476.75,1774666,850796652.65,20363,LEGACY
2021-01-01,CIPLA,Cipla,EQ,INE059A01026,822.8,828.95,820.65,826.6,827.3,819.95,2474916,2044692332.9,44615,LEGACY
2021-01-01,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,3839.0,3867.9,3817.85,3849.05,3848.05,3841.9,344329,1324631807.95,21466,LEGACY
2021-01-01,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01023,5217.25,5254.85,5200.0,5241.35,5233.0,5205.1,583043,3050933889.25,34946,LEGACY
2021-01-01,GLAND,Gland Pharma,EQ,INE068V01023,2344.9,2388.0,2344.9,2369.7,2378.9,2339.75,92306,218186315.75,6922,LEGACY
2021-01-01,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,1607.2,1626.55,1602.0,1611.5,1607.9,1623.95,23871,38555089.05,3106,LEGACY
2021-01-01,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,493.75,503.95,493.7,502.6,502.95,493.5,1367409,684587210.6,19300,LEGACY
2021-01-01,GRANULES,Granules India,EQ,INE101D01020,354.7,361.75,353.65,359.3,359.9,352.15,823685,295387193.35,16676,LEGACY
2021-01-01,IPCALAB,IPCA Laboratories,EQ,INE571A01020,2196.0,2199.0,2172.1,2180.05,2179.85,2188.8,97219,212765913.95,8956,LEGACY
2021-01-01,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01028,1019.15,1035.0,1015.0,1034.3,1034.5,1017.1,93185,96142626.35,7148,LEGACY
2021-01-01,LAURUSLABS,Laurus Labs,EQ,INE947Q01028,354.8,355.4,351.75,353.4,353.3,353.15,1044451,369377823.65,15946,LEGACY
