DATE,STATUS,ROWS,MESSAGE
2024-03-28,SUCCESS,30,
2024-03-29,NO_REPORT,0,Likely NSE holiday
2024-04-01,SUCCESS,29,
2024-04-02,SUCCESS,30,
2024-04-03,SUCCESS,28,
2024-04-04,SUCCESS,29,
2024-04-05,SUCCESS,28,
2024-04-08,SUCCESS,29,
2024-04-09,SUCCESS,30,
2024-04-10,SUCCESS,28,
2024-04-11,NO_REPORT,0,Likely NSE holiday
2024-04-12,SUCCESS,29,
2024-04-15,SUCCESS,29,
2024-04-16,SUCCESS,30,
2024-04-17,NO_REPORT,0,Likely NSE holiday
2024-04-18,NO_REPORT,0,Likely NSE holiday
2024-04-19,NO_REPORT,0,Likely NSE holiday
2024-04-22,SUCCESS,30,
2024-04-23,NO_REPORT,0,Likely NSE holiday
2024-04-24,SUCCESS,29,
2024-04-25,SUCCESS,30,
2024-04-26,SUCCESS,29,
2024-04-29,SUCCESS,28,
2024-04-30,SUCCESS,29,
2024-05-01,NO_REPORT,0,Likely NSE holiday
2024-05-02,NO_REPORT,0,Likely NSE holiday
2024-05-03,SUCCESS,29,
2024-05-06,NO_REPORT,0,Likely NSE holiday
2024-05-07,SUCCESS,28,
2024-05-08,SUCCESS,28,
2024-05-09,SUCCESS,28,
2024-05-10,SUCCESS,28,
2024-05-13,SUCCESS,28,
2024-05-14,SUCCESS,28,
2024-05-15,NO_REPORT,0,Likely NSE holiday
2024-05-16,SUCCESS,28,
2024-05-17,SUCCESS,28,
2024-05-20,NO_REPORT,0,Likely NSE holiday
2024-05-21,SUCCESS,28,
2024-05-22,SUCCESS,29,
2024-05-23,SUCCESS,28,
2024-05-24,SUCCESS,28,
2024-05-27,NO_REPORT,0,Likely NSE holiday
2024-05-28,SUCCESS,28,
2024-05-29,SUCCESS,28,
2024-05-30,SUCCESS,28,
2024-05-31,SUCCESS,28,
2024-06-03,SUCCESS,28,
2024-06-04,SUCCESS,28,
2024-06-05,SUCCESS,28,
2024-06-06,SUCCESS,28,
2024-06-07,SUCCESS,28,
2024-06-10,NO_REPORT,0,Likely NSE holiday
2024-06-11,SUCCESS,28,
2024-06-12,SUCCESS,28,
2024-06-13,NO_REPORT,0,Likely NSE holiday
2024-06-14,SUCCESS,28,
2024-06-17,NO_REPORT,0,Likely NSE holiday
2024-06-18,SUCCESS,28,
2024-06-19,SUCCESS,29,
2024-06-20,SUCCESS,29,
2024-06-21,SUCCESS,29,
2024-06-24,SUCCESS,29,
2024-06-25,SUCCESS,30,
2024-06-26,SUCCESS,29,
2024-06-27,SUCCESS,28,
2024-06-28,SUCCESS,28,
2024-07-01,SUCCESS,28,
2024-07-02,SUCCESS,28,
2024-07-03,SUCCESS,28,
2024-07-04,SUCCESS,28,
2024-07-05,SUCCESS,28,
2024-07-08,SUCCESS,28,
2024-07-09,SUCCESS,28,
2024-07-10,SUCCESS,29,
2024-07-11,SUCCESS,28,
2024-07-12,SUCCESS,28,
2024-07-15,SUCCESS,28,
2024-07-16,SUCCESS,28,
2024-07-17,NO_REPORT,0,Likely NSE holiday
2024-07-18,SUCCESS,28,
2024-07-19,SUCCESS,28,
2024-07-22,SUCCESS,28,
2024-07-23,SUCCESS,28,
2024-07-24,SUCCESS,28,
2024-07-25,SUCCESS,28,
2024-07-26,SUCCESS,28,
2024-07-29,SUCCESS,28,
2024-07-30,SUCCESS,28,
2024-07-31,SUCCESS,28,
2024-08-01,NO_REPORT,0,Likely NSE holiday
2024-08-02,SUCCESS,28,
2024-08-05,SUCCESS,28,
2024-08-06,SUCCESS,28,
2024-08-07,SUCCESS,28,
2024-08-08,NO_REPORT,0,Likely NSE holiday
2024-08-09,NO_REPORT,0,Likely NSE holiday
2024-08-12,SUCCESS,28,
2024-08-13,SUCCESS,28,
2024-08-14,SUCCESS,28,
2024-08-15,NO_REPORT,0,Likely NSE holiday
2024-08-16,SUCCESS,28,
2024-08-19,SUCCESS,28,
2024-08-20,SUCCESS,28,
2024-08-21,SUCCESS,28,
2024-08-22,SUCCESS,29,
2024-08-23,SUCCESS,28,
2024-08-26,SUCCESS,28,
2024-08-27,SUCCESS,28,
2024-08-28,SUCCESS,28,
2024-08-29,SUCCESS,28,
2024-08-30,SUCCESS,28,
2024-09-02,SUCCESS,28,
2024-09-03,SUCCESS,28,
2024-09-04,SUCCESS,28,
2024-09-05,SUCCESS,28,
2024-09-06,SUCCESS,28,
2024-09-09,SUCCESS,28,
2024-09-10,SUCCESS,28,
2024-09-11,SUCCESS,28,
2024-09-12,SUCCESS,28,
2024-09-13,SUCCESS,28,
2024-09-16,SUCCESS,28,
2024-09-17,NO_REPORT,0,Likely NSE holiday
2024-09-18,SUCCESS,28,
2024-09-19,SUCCESS,28,
2024-09-20,SUCCESS,28,
2024-09-23,SUCCESS,28,
2024-09-24,NO_REPORT,0,Likely NSE holiday
2024-09-25,SUCCESS,28,
2024-09-26,SUCCESS,28,
2024-09-27,SUCCESS,28,
2024-09-30,SUCCESS,28,
2024-10-01,SUCCESS,28,
2024-10-02,NO_REPORT,0,Likely NSE holiday
2024-10-03,SUCCESS,28,
2024-10-04,SUCCESS,28,
2024-10-07,SUCCESS,28,
2024-10-08,NO_REPORT,0,Likely NSE holiday
2024-10-09,NO_REPORT,0,Likely NSE holiday
2024-10-10,SUCCESS,28,
2024-10-11,SUCCESS,28,
2024-10-14,SUCCESS,28,
2024-10-15,NO_REPORT,0,Likely NSE holiday
2024-10-16,SUCCESS,28,
2024-10-17,SUCCESS,28,
2024-10-18,SUCCESS,28,
2024-10-21,NO_REPORT,0,Likely NSE holiday
2024-10-22,SUCCESS,28,
2024-10-23,SUCCESS,28,
2024-10-24,SUCCESS,28,
2024-10-25,SUCCESS,28,
2024-10-28,SUCCESS,28,
2024-10-29,SUCCESS,28,
2024-10-30,SUCCESS,28,
2024-10-31,SUCCESS,28,
2024-11-01,SUCCESS,28,
2024-11-04,SUCCESS,28,
2024-11-05,SUCCESS,28,
2024-11-06,SUCCESS,29,
2024-11-07,SUCCESS,28,
2024-11-08,NO_REPORT,0,Likely NSE holiday
2024-11-11,SUCCESS,28,
2024-11-12,SUCCESS,28,
2024-11-13,NO_REPORT,0,Likely NSE holiday
2024-11-14,SUCCESS,28,
2024-11-15,NO_REPORT,0,Likely NSE holiday
2024-11-18,SUCCESS,28,
2024-11-19,NO_REPORT,0,Likely NSE holiday
2024-11-20,NO_REPORT,0,Likely NSE holiday
2024-11-21,SUCCESS,28,
2024-11-22,SUCCESS,28,
2024-11-25,SUCCESS,28,
2024-11-26,SUCCESS,28,
2024-11-27,SUCCESS,28,
2024-11-28,SUCCESS,28,
2024-11-29,NO_REPORT,0,Likely NSE holiday
2024-12-02,SUCCESS,29,
2024-12-03,SUCCESS,28,
2024-12-04,SUCCESS,28,
2024-12-05,SUCCESS,28,
2024-12-06,SUCCESS,28,
2024-12-09,SUCCESS,28,
2024-12-10,SUCCESS,28,
2024-12-11,SUCCESS,28,
2024-12-12,SUCCESS,28,
2024-12-13,NO_REPORT,0,Likely NSE holiday
2024-12-16,NO_REPORT,0,Likely NSE holiday
2024-12-17,SUCCESS,28,
2024-12-18,SUCCESS,29,
2024-12-19,SUCCESS,29,
2024-12-20,SUCCESS,30,
2024-12-23,NO_REPORT,0,Likely NSE holiday
2024-12-24,SUCCESS,29,
2024-12-25,NO_REPORT,0,Likely NSE holiday
2024-12-26,SUCCESS,29,
2024-12-27,NO_REPORT,0,Likely NSE holiday
2024-12-30,SUCCESS,29,
2024-12-31,SUCCESS,29,
