DATE,YEAR,STATUS,ROWS_ADDED,URL,MESSAGE
2022-01-06,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JAN/cm06JAN2022bhav.csv.zip,
2022-01-11,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JAN/cm11JAN2022bhav.csv.zip,
2022-01-21,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JAN/cm21JAN2022bhav.csv.zip,
2022-01-26,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-01-27,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JAN/cm27JAN2022bhav.csv.zip,
2022-03-01,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-03-08,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/MAR/cm08MAR2022bhav.csv.zip,
2022-03-18,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-03-29,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/MAR/cm29MAR2022bhav.csv.zip,
2022-04-14,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-04-15,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-04-18,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/APR/cm18APR2022bhav.csv.zip,
2022-05-03,2022,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2022-05-04,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/MAY/cm04MAY2022bhav.csv.zip,
2022-05-25,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/MAY/cm25MAY2022bhav.csv.zip,
2022-05-27,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/MAY/cm27MAY2022bhav.csv.zip,
2022-06-03,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JUN/cm03JUN2022bhav.csv.zip,
2022-06-10,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JUN/cm10JUN2022bhav.csv.zip,
2022-06-14,2022,RECOVERED,26,https://archives.nseindia.com/content/historical/EQUITIES/2022/JUN/cm14JUN2022bhav.csv.zip,
