DATE,STATUS,ROWS,MESSAGE
2021-12-13,NO_REPORT,0,Likely NSE holiday
2021-12-14,SUCCESS,26,
2021-12-15,SUCCESS,26,
2021-12-16,SUCCESS,26,
2021-12-17,NO_REPORT,0,Likely NSE holiday
2021-12-20,SUCCESS,26,
2021-12-21,SUCCESS,26,
2021-12-22,SUCCESS,26,
2021-12-23,SUCCESS,26,
2021-12-24,SUCCESS,26,
2021-12-27,NO_REPORT,0,Likely NSE holiday
2021-12-28,SUCCESS,26,
2021-12-29,SUCCESS,26,
2021-12-30,SUCCESS,26,
2021-12-31,SUCCESS,26,
