DATE,STATUS,ROWS,MESSAGE
2018-03-16,SUCCESS,25,
2018-03-19,SUCCESS,25,
2018-03-20,SUCCESS,25,
2018-03-21,SUCCESS,25,
2018-03-22,SUCCESS,25,
2018-03-23,SUCCESS,25,
2018-03-26,SUCCESS,25,
2018-03-27,NO_REPORT,0,Likely NSE holiday
2018-03-28,NO_REPORT,0,Likely NSE holiday
2018-03-29,NO_REPORT,0,Likely NSE holiday
2018-03-30,NO_REPORT,0,Likely NSE holiday
2018-04-02,NO_REPORT,0,Likely NSE holiday
2018-04-03,SUCCESS,25,
2018-04-04,SUCCESS,26,
2018-04-05,SUCCESS,25,
2018-04-06,SUCCESS,26,
2018-04-09,NO_REPORT,0,Likely NSE holiday
2018-04-10,SUCCESS,25,
2018-04-11,SUCCESS,25,
2018-04-12,SUCCESS,26,
2018-04-13,NO_REPORT,0,Likely NSE holiday
2018-04-16,SUCCESS,26,
2018-04-17,NO_REPORT,0,Likely NSE holiday
2018-04-18,SUCCESS,25,
2018-04-19,SUCCESS,26,
2018-04-20,SUCCESS,25,
2018-04-23,SUCCESS,25,
2018-04-24,SUCCESS,25,
2018-04-25,SUCCESS,25,
2018-04-26,SUCCESS,25,
2018-04-27,SUCCESS,25,
2018-04-30,SUCCESS,26,
2018-05-01,NO_REPORT,0,Likely NSE holiday
2018-05-02,SUCCESS,25,
2018-05-03,SUCCESS,25,
2018-05-04,SUCCESS,25,
2018-05-07,SUCCESS,25,
2018-05-08,SUCCESS,25,
2018-05-09,SUCCESS,25,
2018-05-10,SUCCESS,26,
2018-05-11,SUCCESS,25,
2018-05-14,SUCCESS,25,
2018-05-15,SUCCESS,25,
2018-05-16,SUCCESS,26,
2018-05-17,SUCCESS,26,
2018-05-18,SUCCESS,26,
2018-05-21,SUCCESS,25,
2018-05-22,NO_REPORT,0,Likely NSE holiday
2018-05-23,SUCCESS,26,
2018-05-24,SUCCESS,25,
2018-05-25,NO_REPORT,0,Likely NSE holiday
2018-05-28,SUCCESS,25,
2018-05-29,SUCCESS,25,
2018-05-30,SUCCESS,25,
2018-05-31,SUCCESS,26,
2018-06-01,SUCCESS,25,
2018-06-04,SUCCESS,26,
2018-06-05,SUCCESS,26,
2018-06-06,SUCCESS,25,
2018-06-07,SUCCESS,25,
2018-06-08,SUCCESS,25,
2018-06-11,SUCCESS,25,
2018-06-12,SUCCESS,25,
2018-06-13,SUCCESS,25,
2018-06-14,NO_REPORT,0,Likely NSE holiday
2018-06-15,SUCCESS,25,
2018-06-18,SUCCESS,25,
2018-06-19,SUCCESS,25,
2018-06-20,NO_REPORT,0,Likely NSE holiday
2018-06-21,SUCCESS,25,
2018-06-22,SUCCESS,25,
2018-06-25,SUCCESS,25,
2018-06-26,SUCCESS,25,
2018-06-27,SUCCESS,25,
2018-06-28,SUCCESS,25,
2018-06-29,NO_REPORT,0,Likely NSE holiday
2018-07-02,SUCCESS,26,
2018-07-03,SUCCESS,25,
2018-07-04,SUCCESS,26,
2018-07-05,SUCCESS,26,
2018-07-06,SUCCESS,25,
2018-07-09,SUCCESS,25,
2018-07-10,SUCCESS,25,
2018-07-11,SUCCESS,25,
2018-07-12,NO_REPORT,0,Likely NSE holiday
2018-07-13,SUCCESS,25,
2018-07-16,SUCCESS,25,
2018-07-17,SUCCESS,25,
2018-07-18,SUCCESS,25,
2018-07-19,SUCCESS,25,
2018-07-20,SUCCESS,25,
2018-07-23,SUCCESS,25,
2018-07-24,SUCCESS,26,
2018-07-25,SUCCESS,25,
2018-07-26,SUCCESS,25,
2018-07-27,SUCCESS,25,
2018-07-30,SUCCESS,26,
2018-07-31,NO_REPORT,0,Likely NSE holiday
2018-08-01,SUCCESS,25,
2018-08-02,SUCCESS,26,
2018-08-03,SUCCESS,25,
2018-08-06,SUCCESS,25,
2018-08-07,SUCCESS,25,
2018-08-08,SUCCESS,25,
2018-08-09,SUCCESS,25,
2018-08-10,SUCCESS,26,
2018-08-13,SUCCESS,26,
2018-08-14,SUCCESS,26,
2018-08-15,NO_REPORT,0,Likely NSE holiday
2018-08-16,SUCCESS,26,
2018-08-17,NO_REPORT,0,Likely NSE holiday
2018-08-20,NO_REPORT,0,Likely NSE holiday
2018-08-21,SUCCESS,25,
2018-08-22,NO_REPORT,0,Likely NSE holiday
2018-08-23,SUCCESS,25,
2018-08-24,SUCCESS,26,
2018-08-27,SUCCESS,26,
2018-08-28,SUCCESS,25,
2018-08-29,NO_REPORT,0,Likely NSE holiday
2018-08-30,SUCCESS,25,
2018-08-31,SUCCESS,26,
2018-09-03,NO_REPORT,0,Likely NSE holiday
2018-09-04,SUCCESS,25,
2018-09-05,SUCCESS,25,
2018-09-06,NO_REPORT,0,Likely NSE holiday
2018-09-07,SUCCESS,25,
2018-09-10,SUCCESS,26,
2018-09-11,SUCCESS,25,
2018-09-12,SUCCESS,26,
2018-09-13,NO_REPORT,0,Likely NSE holiday
2018-09-14,SUCCESS,26,
2018-09-17,SUCCESS,26,
2018-09-18,SUCCESS,26,
2018-09-19,SUCCESS,26,
2018-09-20,NO_REPORT,0,Likely NSE holiday
2018-09-21,SUCCESS,26,
2018-09-24,SUCCESS,25,
2018-09-25,SUCCESS,25,
2018-09-26,SUCCESS,25,
2018-09-27,SUCCESS,26,
2018-09-28,SUCCESS,25,
2018-10-01,SUCCESS,26,
2018-10-02,NO_REPORT,0,Likely NSE holiday
2018-10-03,SUCCESS,26,
2018-10-04,SUCCESS,25,
2018-10-05,SUCCESS,26,
2018-10-08,SUCCESS,26,
2018-10-09,SUCCESS,26,
2018-10-10,SUCCESS,26,
2018-10-11,SUCCESS,26,
2018-10-12,SUCCESS,26,
2018-10-15,SUCCESS,26,
2018-10-16,SUCCESS,26,
2018-10-17,SUCCESS,26,
2018-10-18,NO_REPORT,0,Likely NSE holiday
2018-10-19,SUCCESS,26,
2018-10-22,SUCCESS,25,
2018-10-23,SUCCESS,25,
2018-10-24,SUCCESS,26,
2018-10-25,SUCCESS,25,
2018-10-26,SUCCESS,25,
2018-10-29,SUCCESS,25,
2018-10-30,SUCCESS,25,
2018-10-31,NO_REPORT,0,Likely NSE holiday
2018-11-01,SUCCESS,26,
2018-11-02,SUCCESS,25,
2018-11-05,SUCCESS,25,
2018-11-06,NO_REPORT,0,Likely NSE holiday
2018-11-07,SUCCESS,25,
2018-11-08,NO_REPORT,0,Likely NSE holiday
2018-11-09,SUCCESS,26,
2018-11-12,SUCCESS,25,
2018-11-13,NO_REPORT,0,Likely NSE holiday
2018-11-14,SUCCESS,26,
2018-11-15,SUCCESS,25,
2018-11-16,SUCCESS,26,
2018-11-19,SUCCESS,25,
2018-11-20,SUCCESS,26,
2018-11-21,SUCCESS,25,
2018-11-22,SUCCESS,25,
2018-11-23,NO_REPORT,0,Likely NSE holiday
2018-11-26,NO_REPORT,0,Likely NSE holiday
2018-11-27,SUCCESS,25,
2018-11-28,SUCCESS,25,
2018-11-29,SUCCESS,25,
2018-11-30,SUCCESS,25,
2018-12-03,SUCCESS,25,
2018-12-04,SUCCESS,25,
2018-12-05,SUCCESS,25,
2018-12-06,SUCCESS,25,
2018-12-07,SUCCESS,25,
2018-12-10,NO_REPORT,0,Likely NSE holiday
2018-12-11,NO_REPORT,0,Likely NSE holiday
2018-12-12,SUCCESS,25,
2018-12-13,SUCCESS,26,
2018-12-14,SUCCESS,25,
2018-12-17,SUCCESS,25,
2018-12-18,SUCCESS,25,
2018-12-19,SUCCESS,26,
2018-12-20,SUCCESS,25,
2018-12-21,SUCCESS,25,
2018-12-24,SUCCESS,25,
2018-12-25,NO_REPORT,0,Likely NSE holiday
2018-12-26,SUCCESS,25,
2018-12-27,SUCCESS,25,
2018-12-28,SUCCESS,25,
2018-12-31,NO_REPORT,0,Likely NSE holiday
