LEDGER_ID,SOURCE_ROW_NUMBER,EX_DATE,RECORD_DATE,COMPANY_ID,SYMBOL,PRICE_SYMBOL,SERIES,PURPOSE,PURPOSE_NORMALIZED,ACTION_TAGS,PRIMARY_CLASS,TREATMENT_CODE,RESEARCH_RELEVANCE,STRUCTURAL_BREAK_FLAG,SPECIAL_DIVIDEND_FLAG,AUTO_TERMS_READY,MANUAL_REVIEW_REQUIRED,REVIEW_REASON,DIVIDEND_RUPEES_PER_SHARE,DIVIDEND_PARSE_STATUS,BONUS_NEW_SHARES,BONUS_EXISTING_SHARES,BONUS_SHARE_MULTIPLIER,BONUS_PARSE_STATUS,SPLIT_OLD_FACE_VALUE,SPLIT_NEW_FACE_VALUE,SPLIT_SHARE_MULTIPLIER,SPLIT_PARSE_STATUS,RIGHTS_NEW_SHARES,RIGHTS_EXISTING_SHARES,RIGHTS_RATIO_PARSE_STATUS,EQ_PRICE_ON_EX_DATE,EQ_CLOSE_ON_EX_DATE,COMPANY,NSE_COMPANY_NAME,FACE_VALUE,BOOK_CLOSURE_START,BOOK_CLOSURE_END,PAYMENT_DATE,REMARKS
CA0103,103,2018-08-06,2018-08-07,SANOFI,SANOFI,SANOFI,EQ,Interim  Dividend -Rs 18 Per Share,INTERIM DIVIDEND -RS 18 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,18.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,6121.45,Sanofi India,Sanofi India Limited,10,,,,
CA0104,104,2018-08-13,,CIPLA,CIPLA,CIPLA,EQ,Annual General Meeting/Dividend- Rs 3 Per Share,ANNUAL GENERAL MEETING/DIVIDEND- RS 3 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,628.3,Cipla,Cipla Limited,2,2018-08-16,2018-08-30,,
CA0105,105,2018-08-20,2018-08-21,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend- Rs 1.50 Per Share,INTERIM DIVIDEND- RS 1.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,757.75,Natco Pharma,Natco Pharma Limited,2,,,,
CA0106,106,2018-08-21,,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,662.65,Aurobindo Pharma,Aurobindo Pharma Limited,1,2018-08-24,2018-08-30,,
CA0107,107,2018-08-23,2018-08-24,ALKEM,ALKEM,ALKEM,EQ,Annual General Meeting/Dividend- Rs 7 Per Share,ANNUAL GENERAL MEETING/DIVIDEND- RS 7 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,7.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2075.1,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0108,108,2018-08-27,,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Dividend Rs 2/- Per Share,DIVIDEND RS 2/- PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,333.05,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,2018-08-29,2018-09-04,,
CA0109,109,2018-08-29,,GRANULES,GRANULES,GRANULES,EQ,Annual General Meeting/Dividend- Re 0.25 Per Share,ANNUAL GENERAL MEETING/DIVIDEND- RE 0.25 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,112.4,Granules India,Granules India Limited,1,2018-08-31,2018-09-06,,
CA0110,110,2018-08-29,,PFIZER,PFIZER,PFIZER,EQ,Annual General Meeting/Dividend- Rs 20 Per Share,ANNUAL GENERAL MEETING/DIVIDEND- RS 20 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,20.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,3646.65,Pfizer,Pfizer Limited,10,2018-08-31,2018-09-06,,
CA0111,111,2018-08-31,,DIVISLAB,DIVISLAB,DIVISLAB,EQ,Annual General Meeting/Dividend- Rs 10 Per Share,ANNUAL GENERAL MEETING/DIVIDEND- RS 10 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,10.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1305.9,Divi's Laboratories,Divi's Laboratories Limited,2,2018-09-04,2018-09-10,,
CA0112,112,2018-09-10,,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,807.9,Natco Pharma,Natco Pharma Limited,2,2018-09-12,2018-09-15,,
CA0113,113,2018-09-11,2018-09-13,GLAXO,GLAXO,GLAXO,EQ,Bonus 1:1,BONUS 1:1,BONUS,BONUS_ISSUE,LATER_NEUTRALIZE_SAME_STOCK_UNIT_CHANGE,EQ_SERIES,False,False,True,False,,,NOT_APPLICABLE,1.0,1.0,2.0,PARSED,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1748.55,GlaxoSmithKline Pharmaceuticals,GlaxoSmithKline Pharmaceuticals Limited,10,,,,
CA0114,114,2018-09-11,2018-09-12,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Buyback,BUYBACK,BUYBACK,BUYBACK,NO_AUTOMATIC_ADJUSTMENT_REVIEW_TERMS,EQ_SERIES,False,False,False,True,BUYBACK_IS_NOT_AUTOMATIC_TOTAL_RETURN_DISTRIBUTION,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,343.0,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
CA0115,115,2018-09-12,,STAR,STAR,STAR,EQ,Annual General Meeting/Dividend Rs 2 Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 2 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,497.25,Strides Pharma Science,Strides Pharma Science Limited,10,2018-09-15,2018-09-24,,
CA0116,116,2018-09-17,,SUNPHARMA,SUNPHARMA,SUNPHARMA,EQ,Annual General Meeting/Dividend Rs 2 Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 2 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,646.2,Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,1,2018-09-19,2018-09-26,,
CA0117,117,2018-09-19,,GLENMARK,GLENMARK,GLENMARK,EQ,Annual General Meeting/Dividend Rs 2 Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 2 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,670.65,Glenmark Pharmaceuticals,Glenmark Pharmaceuticals Limited,1,2018-09-22,2018-09-28,,
CA0118,118,2018-11-06,2018-11-10,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Rs 0.25 Per Share,INTERIM DIVIDEND - RS 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,103.65,Granules India,Granules India Limited,1,,,,
CA0119,119,2018-11-09,2018-11-12,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Interim Dividend - Rs 9 Per Sh,INTERIM DIVIDEND - RS 9 PER SH,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,9.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1077.3,Ajanta Pharma,Ajanta Pharma Limited,2,,,,
CA0120,120,2018-11-20,2018-11-22,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,778.9,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0121,121,2019-02-06,2019-02-07,TORNTPHARM,TORNTPHARM,TORNTPHARM,EQ,Interim Dividend - Rs 13 Per Share,INTERIM DIVIDEND - RS 13 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,13.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1798.5,Torrent Pharmaceuticals,Torrent Pharmaceuticals Limited,5,,,,
CA0122,122,2019-02-07,2019-02-08,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.25 Per Share,INTERIM DIVIDEND - RE 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,87.25,Granules India,Granules India Limited,1,,,,
CA0123,123,2019-02-11,2019-02-12,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Buy Back,BUY BACK,BUYBACK,BUYBACK,NO_AUTOMATIC_ADJUSTMENT_REVIEW_TERMS,EQ_SERIES,False,False,False,True,BUYBACK_IS_NOT_AUTOMATIC_TOTAL_RETURN_DISTRIBUTION,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1002.85,Ajanta Pharma,Ajanta Pharma Limited,2,,,,
CA0124,124,2019-02-15,2019-02-18,ALKEM,ALKEM,ALKEM,EQ,Interim Dividend - Rs 8 Per Share,INTERIM DIVIDEND - RS 8 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,8.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1796.7,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0125,125,2019-02-15,2019-02-19,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,722.6,Aurobindo Pharma,Aurobindo Pharma Limited,1,,,,
CA0126,126,2019-02-21,2019-02-22,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 3.50 Per Share,INTERIM DIVIDEND - RS 3.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,575.55,Natco Pharma,Natco Pharma Limited,2,,,,
CA0127,127,2019-04-25,,SANOFI,SANOFI,SANOFI,EQ,Annual General Meeting / Dividend - Rs 66 Per Share,ANNUAL GENERAL MEETING / DIVIDEND - RS 66 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,66.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,5615.15,Sanofi India,Sanofi India Limited,10,2019-04-30,2019-05-07,,
CA0128,128,2019-06-06,2019-06-07,NATCOPHARM,NATCOPHARM,NATCOPHARM,EQ,Interim Dividend - Rs 1.25 Per Share,INTERIM DIVIDEND - RS 1.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,540.2,Natco Pharma,Natco Pharma Limited,2,,,,
CA0129,129,2019-06-12,2019-06-13,BIOCON,BIOCON,BIOCON,EQ,Bonus 1:1,BONUS 1:1,BONUS,BONUS_ISSUE,LATER_NEUTRALIZE_SAME_STOCK_UNIT_CHANGE,EQ_SERIES,False,False,True,False,,,NOT_APPLICABLE,1.0,1.0,2.0,PARSED,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,257.9,Biocon,Biocon Limited,5,,,,
CA0130,130,2019-06-13,2019-06-14,TORNTPHARM,TORNTPHARM,TORNTPHARM,EQ,Dividend Rs 4 Per Share,DIVIDEND RS 4 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,4.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1536.6,Torrent Pharmaceuticals,Torrent Pharmaceuticals Limited,5,,,,
CA0131,131,2019-07-03,,LAURUSLABS,LAURUSLABS,LAURUSLABS,EQ,Annual General Meeting/ Dividend - Rs 1.50 Per Share,ANNUAL GENERAL MEETING/ DIVIDEND - RS 1.50 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,1.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,351.1,Laurus Labs,Laurus Labs Limited,2,2019-07-05,2019-07-11,,
CA0132,132,2019-07-09,,AJANTPHARM,AJANTPHARM,AJANTPHARM,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,916.2,Ajanta Pharma,Ajanta Pharma Limited,2,2019-07-11,2019-07-18,,
CA0133,133,2019-07-11,,GLAXO,GLAXO,GLAXO,EQ,Annual General Meeting/Dividend Rs 20 Per Share,ANNUAL GENERAL MEETING/DIVIDEND RS 20 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,20.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1140.05,GlaxoSmithKline Pharmaceuticals,GlaxoSmithKline Pharmaceuticals Limited,10,2019-07-15,2019-07-22,,
CA0134,134,2019-07-15,,DRREDDY,DRREDDY,DRREDDY,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 20 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,20.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2627.6,Dr. Reddy's Laboratories,Dr. Reddy's Laboratories Limited,1,2019-07-17,2019-07-19,,
CA0135,135,2019-07-18,,APLLTD,APLLTD,APLLTD,EQ,Annual General Meeting/Dividend Rs 5.50/-,ANNUAL GENERAL MEETING/DIVIDEND RS 5.50/-,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,5.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,524.4,Alembic Pharmaceuticals,Alembic Pharmaceuticals Limited,2,2019-07-22,2019-07-29,,
CA0136,136,2019-07-18,2019-07-19,BIOCON,BIOCON,BIOCON,EQ,Dividend - Rs 0.50 Per Share,DIVIDEND - RS 0.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,263.05,Biocon,Biocon Limited,5,,,,
CA0137,137,2019-07-18,,PEL,PEL,PEL,EQ,Annual General Meeting/ Dividend - Rs 28 Per Share,ANNUAL GENERAL MEETING/ DIVIDEND - RS 28 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,28.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1990.85,Piramal Enterprises,Piramal Enterprises Limited,2,2019-07-20,2019-07-30,,
CA0138,138,2019-07-19,,STAR,STAR,STAR,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,347.95,Strides Pharma Science,Strides Pharma Science Limited,10,2019-07-23,2019-07-30,,
CA0139,139,2019-07-25,,ZYDUS,ZYDUSLIFE,CADILAHC,EQ,Annual General Meeting/Dividend - Rs 3.50 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,230.2,Zydus Lifesciences,Zydus Lifesciences Limited,1,2019-07-29,2019-08-09,,
CA0140,140,2019-07-29,,LUPIN,LUPIN,LUPIN,EQ,Annual General Meeting/Dividend - Rs 5 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,5.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,762.25,Lupin,Lupin Limited,2,2019-07-31,2019-08-07,,
CA0141,141,2019-07-31,,CIPLA,CIPLA,CIPLA,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,521.1,Cipla,Cipla Limited,2,2019-08-02,2019-08-16,,
CA0142,142,2019-08-01,,PFIZER,PFIZER,PFIZER,EQ,Dividend - Rs 22.50 Per Share,DIVIDEND - RS 22.50 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,22.5,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,2996.05,Pfizer,Pfizer Limited,10,2019-08-03,2019-08-09,,
CA0143,143,2019-08-02,,WOCKPHARMA,WOCKPHARMA,WOCKPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,296.3,Wockhardt,Wockhardt Limited,5,2019-08-06,2019-08-14,,
CA0144,144,2019-08-06,,IPCALAB,IPCALAB,IPCALAB,EQ,Annual General Meeting/Dividend - Rs 3 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,3.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,949.35,IPCA Laboratories,IPCA Laboratories Limited,1,2019-08-08,2019-08-13,,
CA0145,145,2019-08-08,2019-08-09,GRANULES,GRANULES,GRANULES,EQ,Interim Dividend - Re 0.25 Per Share,INTERIM DIVIDEND - RE 0.25 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,97.4,Granules India,Granules India Limited,1,,,,
CA0146,146,2019-08-13,,ABBOTINDIA,ABBOTINDIA,ABBOTINDIA,EQ,Annual General Meeting/ Final Dividend - Rs 50 Per Share/ Special Dividend - Rs 15 Per Share,ANNUAL GENERAL MEETING/ FINAL DIVIDEND - RS 50 PER SHARE/ SPECIAL DIVIDEND - RS 15 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,True,False,True,SPECIAL_DIVIDEND_VERIFY_AND_AVOID_DOUBLE_COUNT,,AMBIGUOUS_MULTIPLE_AMOUNTS,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,9116.8,Abbott India,Abbott India Limited,10,2019-08-16,2019-08-22,,
CA0147,147,2019-08-14,,DIVISLAB,DIVISLAB,DIVISLAB,EQ,Annual General Meeting/Dividend - Rs 16 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 16 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,16.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1531.9,Divi's Laboratories,Divi's Laboratories Limited,2,2019-08-17,2019-08-23,,
CA0148,148,2019-08-14,2019-08-16,JBCHEPHARM,JBCHEPHARM,JBCHEPHARM,EQ,Dividend - Rs 5 Per Share,DIVIDEND - RS 5 PER SHARE,DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,5.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,375.45,JB Chemicals & Pharmaceuticals,JB Chemicals & Pharmaceuticals Limited,1,,,,
CA0149,149,2019-08-19,2019-08-20,ALKEM,ALKEM,ALKEM,EQ,Annual General Meeting/Dividend - Rs 8 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 8 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,8.0,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,1753.8,Alkem Laboratories,Alkem Laboratories Limited,2,,,,
CA0150,150,2019-08-20,,SUNPHARMA,SUNPHARMA,SUNPHARMA,EQ,Annual General Meeting/Dividend - Rs 2.75 Per Share,ANNUAL GENERAL MEETING/DIVIDEND - RS 2.75 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,2.75,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,420.9,Sun Pharmaceutical Industries,Sun Pharmaceutical Industries Limited,1,2019-08-22,2019-08-28,,
CA0151,151,2019-08-21,,AUROPHARMA,AUROPHARMA,AUROPHARMA,EQ,Annual General Meeting,ANNUAL GENERAL MEETING,AGM,ADMIN_ONLY,NO_PRICE_OR_TOTAL_RETURN_ADJUSTMENT,EQ_SERIES,False,False,False,False,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,589.5,Aurobindo Pharma,Aurobindo Pharma Limited,1,2019-08-23,2019-08-29,,
CA0152,152,2019-08-21,,GRANULES,GRANULES,GRANULES,EQ,Annual General Meeting/ Dividend - Re 0.25 Per Share,ANNUAL GENERAL MEETING/ DIVIDEND - RE 0.25 PER SHARE,AGM;DIVIDEND,CASH_DIVIDEND,LATER_INCLUDE_CASH_DIVIDEND_IN_TOTAL_RETURN,EQ_SERIES,False,False,True,False,,0.25,PARSED,,,,NOT_APPLICABLE,,,,NOT_APPLICABLE,,,NOT_APPLICABLE,True,91.6,Granules India,Granules India Limited,1,2019-08-23,2019-08-29,,
