DATE,STATUS,ROWS,MESSAGE
2016-09-02,SUCCESS,24,
2016-09-05,NO_REPORT,0,Likely NSE holiday
2016-09-06,SUCCESS,24,
2016-09-07,SUCCESS,24,
2016-09-08,SUCCESS,24,
2016-09-09,NO_REPORT,0,Likely NSE holiday
2016-09-12,SUCCESS,24,
2016-09-13,NO_REPORT,0,Likely NSE holiday
2016-09-14,SUCCESS,24,
2016-09-15,SUCCESS,24,
2016-09-16,SUCCESS,24,
2016-09-19,NO_REPORT,0,Likely NSE holiday
2016-09-20,NO_REPORT,0,Likely NSE holiday
2016-09-21,SUCCESS,24,
2016-09-22,SUCCESS,24,
2016-09-23,SUCCESS,24,
2016-09-26,SUCCESS,24,
2016-09-27,SUCCESS,24,
2016-09-28,SUCCESS,24,
2016-09-29,SUCCESS,24,
2016-09-30,SUCCESS,24,
2016-10-03,SUCCESS,24,
2016-10-04,NO_REPORT,0,Likely NSE holiday
2016-10-05,SUCCESS,24,
2016-10-06,SUCCESS,24,
2016-10-07,SUCCESS,24,
2016-10-10,SUCCESS,24,
2016-10-11,NO_REPORT,0,Likely NSE holiday
2016-10-12,NO_REPORT,0,Likely NSE holiday
2016-10-13,SUCCESS,24,
2016-10-14,SUCCESS,24,
2016-10-17,SUCCESS,24,
2016-10-18,NO_REPORT,0,Likely NSE holiday
2016-10-19,SUCCESS,24,
2016-10-20,SUCCESS,24,
2016-10-21,SUCCESS,24,
2016-10-24,SUCCESS,24,
2016-10-25,SUCCESS,24,
2016-10-26,SUCCESS,24,
2016-10-27,SUCCESS,24,
2016-10-28,NO_REPORT,0,Likely NSE holiday
2016-10-31,NO_REPORT,0,Likely NSE holiday
2016-11-01,SUCCESS,24,
2016-11-02,NO_REPORT,0,Likely NSE holiday
2016-11-03,SUCCESS,24,
2016-11-04,SUCCESS,24,
2016-11-07,SUCCESS,24,
2016-11-08,NO_REPORT,0,Likely NSE holiday
2016-11-09,SUCCESS,24,
2016-11-10,NO_REPORT,0,Likely NSE holiday
2016-11-11,SUCCESS,24,
2016-11-14,NO_REPORT,0,Likely NSE holiday
2016-11-15,SUCCESS,24,
2016-11-16,SUCCESS,24,
2016-11-17,SUCCESS,24,
2016-11-18,NO_REPORT,0,Likely NSE holiday
2016-11-21,SUCCESS,24,
2016-11-22,SUCCESS,24,
2016-11-23,SUCCESS,24,
2016-11-24,SUCCESS,24,
2016-11-25,NO_REPORT,0,Likely NSE holiday
2016-11-28,NO_REPORT,0,Likely NSE holiday
2016-11-29,SUCCESS,24,
2016-11-30,SUCCESS,24,
2016-12-01,SUCCESS,24,
2016-12-02,SUCCESS,24,
2016-12-05,SUCCESS,24,
2016-12-06,SUCCESS,24,
2016-12-07,SUCCESS,24,
2016-12-08,SUCCESS,24,
2016-12-09,SUCCESS,24,
2016-12-12,SUCCESS,24,
2016-12-13,SUCCESS,24,
2016-12-14,SUCCESS,24,
2016-12-15,SUCCESS,24,
2016-12-16,SUCCESS,24,
2016-12-19,SUCCESS,25,
2016-12-20,SUCCESS,25,
2016-12-21,SUCCESS,25,
2016-12-22,SUCCESS,25,
2016-12-23,SUCCESS,25,
2016-12-26,SUCCESS,25,
2016-12-27,SUCCESS,25,
2016-12-28,SUCCESS,25,
2016-12-29,NO_REPORT,0,Likely NSE holiday
2016-12-30,SUCCESS,25,
