COST_MULTIPLIER,DATE,NAV_START,GROSS_PNL,TRANSACTION_COST,FINANCING_COST,TOTAL_COST,NAV_END,DAILY_RETURN,OPEN_PAIRS_EOD,LONG_EXPOSURE,SHORT_EXPOSURE,GROSS_EXPOSURE,NET_EXPOSURE,GROSS_EXPOSURE_TO_NAV,NET_EXPOSURE_TO_NAV,TURNOVER_VALUE,TURNOVER_TO_NAV
0.5,2024-01-03,0.9080005698751064,-0.0013871173529638654,0.0,2.5969658062989545e-06,2.5969658062989545e-06,0.9066108555563362,-0.0015305214169207826,1,0.11952923521024639,0.1199764485121839,0.2395056837224303,-0.0004472133019375185,0.2641769423502646,-0.000493280329919598,0.0,0.0
0.5,2024-01-04,0.9066108555563362,-0.0028432521718661,0.0,2.6296207893081405e-06,2.6296207893081405e-06,0.9037649737636808,-0.0031390334399967745,1,0.11772175828070287,0.12101222375450649,0.23873398203520935,-0.0032904654738036138,0.2641549395757334,-0.0036408419991102847,0.0,0.0
0.5,2024-01-05,0.9037649737636808,0.0009701215752388379,0.0,2.6523227124275397e-06,2.6523227124275397e-06,0.9047324430162071,0.0010704876606331126,1,0.11758977417938171,0.11991011807794648,0.2374998922573282,-0.0023203438985647667,0.26250842897326465,-0.0025646741381674986,0.0,0.0
0.5,2024-01-08,0.9047324430162071,-0.00019606618533292213,0.0,7.88450091471429e-06,7.88450091471429e-06,0.9045284923299595,-0.00022542652009660546,1,0.11609261101477658,0.11860902109867427,0.23470163211345085,-0.002516410083897691,0.2594740067379049,-0.002782013065631259,0.0,0.0
0.5,2024-01-09,0.9045284923299595,-0.0009113466893634056,0.0,2.5996497775051896e-06,2.5996497775051896e-06,0.9036145459908185,-0.0010104118851875787,1,0.11585987569107281,0.11928763246433391,0.23514750815540672,-0.003427756773261098,0.26022988363646377,-0.0037933837923143916,0.0,0.0
0.5,2024-01-10,0.9036145459908185,-1.173202085606674e-05,0.0,2.614523451273072e-06,2.614523451273072e-06,0.9036001994465112,-1.5876840817719007e-05,1,0.11661349483449451,0.12005298362861168,0.23666647846310618,-0.0034394887941171653,0.2619150356629771,-0.0038064276615078,0.0,0.0
0.5,2024-01-11,0.9036001994465112,-0.007830502505112295,0.0,2.631298271312037e-06,2.631298271312037e-06,0.8957670656431276,-0.008668804863236734,1,0.1147042591703446,0.12597425046957406,0.24067850963991866,-0.011269991299229454,0.268684258297798,-0.012581386089628131,0.0,0.0
0.5,2024-01-12,0.8957670656431276,-6.233619792505411e-05,0.0,2.7610794623468286e-06,2.7610794623468286e-06,0.8957019683657401,-7.267210403716362e-05,1,0.11463171829022917,0.12596404578738368,0.24059576407761285,-0.011332327497154515,0.26861140488123936,-0.012651895270288397,0.0,0.0
0.5,2024-01-15,0.8957019683657401,0.0015756332484912375,0.0,8.282567394238928e-06,8.282567394238928e-06,0.897269319046837,0.0017498573593142108,1,0.11653390136881227,0.12629059561747555,0.24282449698628783,-0.00975669424866328,0.2706261005828647,-0.010873763363521388,0.0,0.0
0.5,2024-01-16,0.897269319046837,0.0007927746723640523,0.0,2.7680130546296014e-06,2.7680130546296014e-06,0.8980593257061464,0.0008804565614131121,1,0.1160281302324517,0.12499204980875094,0.24102018004120263,-0.008963919576299231,0.26837890676285536,-0.009981433653340081,0.0,0.0
0.5,2024-01-17,0.8980593257061464,-0.003328283198775725,0.0,2.7395517766301578e-06,2.7395517766301578e-06,0.894728302955594,-0.0037091344137351046,1,0.11384787378009263,0.12614007655516757,0.23998795033526021,-0.012292202775074937,0.2682243867132601,-0.013738475394675211,0.0,0.0
0.5,2024-01-18,0.894728302955594,0.0004923759156853221,0.0,2.764714006688604e-06,2.764714006688604e-06,0.8952179141572726,0.0005472177420353663,1,0.11384787378009263,0.12564770063948227,0.23949557441957492,-0.011799826859389642,0.2675276830725934,-0.013180954796349885,0.0,0.0
0.5,2024-01-19,0.8952179141572726,0.00030141152745903735,0.0,2.7539222057968716e-06,2.7539222057968716e-06,0.8955165717625257,0.0003336144200536406,1,0.11421561574178904,0.12571403107371965,0.23992964681550868,-0.011498415331930606,0.2679231790689112,-0.012839980514598195,0.0,0.0
0.5,2024-01-23,0.8955165717625257,-0.00138025910732518,0.0,1.1021504094134326e-05,1.1021504094134326e-05,0.8941252911511064,-0.0015536067732181413,1,0.11434054725754349,0.12721922169679925,0.24155976895434272,-0.012878674439255763,0.2701632213572173,-0.014403657481465066,0.0,0.0
0.5,2024-01-24,0.8941252911511064,0.003889189937262347,0.0,2.7883665029435457e-06,2.7883665029435457e-06,0.8980116927218659,0.00434659617530353,1,0.1189287579248462,0.12791824242683963,0.24684700035168583,-0.008989484501993439,0.27488172186655463,-0.010010431461918259,0.0,0.0
0.5,2024-01-25,0.8980116927218659,0.0007779363859241364,0.0,2.8036875052458003e-06,2.8036875052458003e-06,0.8987868254202848,0.0008631654851503079,1,0.11798975653224053,0.1262013046483098,0.24419106118055034,-0.008211548116069278,0.27168963126085355,-0.009136257768608757,0.0,0.0
0.5,2024-01-29,0.8987868254202848,0.0015735582039678106,0.0,1.1064223969166888e-05,1.1064223969166888e-05,0.9003493194002834,0.0017384478007540505,1,0.11775198364741762,0.12438997355951911,0.24214195720693674,-0.0066379899121014885,0.2689422338523295,-0.007372682767753974,0.0,0.0
0.5,2024-01-30,0.9003493194002834,-0.0018539884083631742,0.0,2.726355584866172e-06,2.726355584866172e-06,0.8984926046363354,-0.0020622159909942095,1,0.11769657047510723,0.12618854879557187,0.2438851192706791,-0.008491978320464638,0.2714380931041625,-0.009451361398685928,0.0,0.0
0.5,2024-01-31,0.8984926046363354,0.0026892918376600346,0.00011833607282511664,2.7657764119577397e-06,0.00012110184923707437,0.9010607946247583,0.002858331805037473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2524880244376587,0.28101291333371986
0.5,2024-02-01,0.9010607946247583,0.0,0.0,0.0,0.0,0.9010607946247583,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
