FORMATION_DATE,BLOCK_TYPE,N_TRADES,GROSS_PNL,TRANSACTION_COST,FINANCING_COST,TOTAL_COST,NET_PNL
2020-01-31,DEVELOPMENT,2,0.005311552371740136,0.0010036067008009934,0.0009362516009049349,0.001939858301705928,0.0033716940700342073
2020-07-31,DEVELOPMENT,6,0.01809777774477578,0.0028494405840064152,0.00230232187355609,0.005151762457562505,0.012946015287213276
2021-01-29,DEVELOPMENT,1,0.016681052278673586,0.0005762497249898347,0.0007158891720233351,0.0012921388970131699,0.015388913381660416
2024-01-31,DEVELOPMENT,1,0.012783829069474048,0.0006654593165130744,0.0004108603813854344,0.0010763196978985088,0.011707509371575539
