COST_MULTIPLIER,SSD_TOTAL_RETURN,ENGLE_GRANGER_TOTAL_RETURN,EG_MINUS_SSD_RETURN
0.0,-0.0853953283571073,0.05315079985584,0.1385461282129473
0.5,-0.0946322107024207,0.0482734875028736,0.1429056982052943
1.0,-0.1037821218516218,0.0434141321104848,0.1471962539621066
2.0,-0.1218240686820113,0.0337490782442024,0.1555731469262137
