N_TRADES,N_TOP_DECILE_TRADES,TOP_DECILE_NET_PNL,TOTAL_NET_PNL,TOTAL_POSITIVE_PNL,TOP_DECILE_SHARE_OF_POSITIVE_PNL
10,1,0.015388913381660416,0.04341413211048345,0.08234847797099297,0.1868755046945873
