DATE,SYMBOL,COMPANY,SERIES,ISIN,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,TOTAL_TRADED_QTY,TOTAL_TRADED_VALUE,TOTAL_TRADES,SOURCE_FORMAT
2025-01-01,ABBOTINDIA,Abbott India,EQ,INE358A01014,29830.2,30080.0,29610.05,30020.05,30000.0,29741.0,5346,159697955.0,2799,UDIFF
2025-01-01,AJANTPHARM,Ajanta Pharma,EQ,INE031B01049,2935.0,3020.0,2880.0,2994.35,2980.05,2932.2,73182,216829059.7,17868,UDIFF
2025-01-01,ALKEM,Alkem Laboratories,EQ,INE540L01014,5673.9,5673.9,5563.25,5571.0,5572.0,5633.9,48323,271057628.65,11808,UDIFF
2025-01-01,APLLTD,Alembic Pharmaceuticals,EQ,INE901L01018,1053.25,1067.0,1041.65,1049.0,1050.95,1066.25,155735,163370553.85,10451,UDIFF
2025-01-01,AUROPHARMA,Aurobindo Pharma,EQ,INE406A01037,1334.85,1355.55,1327.0,1353.25,1352.0,1334.5,949066,1277193853.9,37889,UDIFF
2025-01-01,BIOCON,Biocon,EQ,INE376G01013,366.9,370.35,362.7,368.8,368.5,365.35,1559938,573266488.45,22009,UDIFF
2025-01-01,CIPLA,Cipla,EQ,INE059A01026,1531.95,1547.85,1518.7,1529.1,1525.0,1529.0,1578715,2422225697.85,62287,UDIFF
2025-01-01,DIVISLAB,Divi's Laboratories,EQ,INE361B01024,6090.0,6135.1,6060.7,6073.0,6075.0,6098.8,116675,709485960.7,19581,UDIFF
2025-01-01,DRREDDY,Dr. Reddy's Laboratories,EQ,INE089A01031,1388.45,1389.05,1355.35,1369.0,1372.95,1388.5,1658723,2267272378.2,68396,UDIFF
2025-01-01,GLAND,Gland Pharma,EQ,INE068V01023,1765.1,1824.0,1762.8,1810.1,1811.0,1779.35,149613,269286542.85,13593,UDIFF
2025-01-01,GLAXO,GlaxoSmithKline Pharmaceuticals,EQ,INE159A01016,2235.0,2272.0,2222.05,2232.1,2233.05,2251.85,23429,52637753.25,5600,UDIFF
2025-01-01,GLENMARK,Glenmark Pharmaceuticals,EQ,INE935A01035,1609.1,1618.9,1601.35,1614.5,1614.0,1609.1,181712,292876915.35,12113,UDIFF
2025-01-01,GRANULES,Granules India,EQ,INE101D01020,589.0,599.8,587.85,597.4,599.8,592.3,622617,370318973.6,12694,UDIFF
2025-01-01,IPCALAB,IPCA Laboratories,EQ,INE571A01038,1704.0,1718.0,1675.0,1692.95,1700.0,1695.2,814926,1383881343.85,49410,UDIFF
2025-01-01,JBCHEPHARM,JB Chemicals & Pharmaceuticals,EQ,INE572A01036,1840.5,1898.0,1835.5,1878.2,1858.9,1844.15,289768,539361896.65,16170,UDIFF
2025-01-01,LAURUSLABS,Laurus Labs,EQ,INE947Q01028,605.05,618.0,598.0,615.65,617.85,602.7,3014562,1838615066.95,67399,UDIFF
2025-01-01,LUPIN,Lupin,EQ,INE326A01037,2354.0,2369.4,2336.8,2364.9,2368.0,2355.7,735846,1732271512.0,65622,UDIFF
2025-01-01,MANKIND,Mankind Pharma,EQ,INE634S01028,2899.0,2926.0,2844.2,2881.05,2883.8,2880.4,364216,1048649254.0,41171,UDIFF
2025-01-01,NATCOPHARM,Natco Pharma,EQ,INE987B01026,1389.8,1404.8,1382.1,1397.3,1399.0,1387.3,394995,551394602.6,25323,UDIFF
2025-01-01,PEL,Piramal Enterprises,EQ,INE140A01024,1107.95,1111.65,1080.0,1094.6,1094.7,1104.7,280371,306581121.15,17940,UDIFF
2025-01-01,PFIZER,Pfizer,EQ,INE182A01018,5270.0,5353.0,5173.25,5307.45,5300.5,5281.5,30466,160880702.9,8669,UDIFF
2025-01-01,PPLPHARMA,Piramal Pharma,EQ,INE0DK501011,265.0,267.65,256.5,258.25,257.95,266.25,3750638,981386464.15,60588,UDIFF
2025-01-01,SAILIFE,Sai Life Sciences,EQ,INE570L01029,751.25,785.25,745.3,758.0,758.0,751.2,2207719,1695428921.8,58804,UDIFF
2025-01-01,SANOFI,Sanofi India,EQ,INE058A01010,6122.65,6156.0,6079.85,6087.15,6086.0,6122.65,5074,30966972.65,1728,UDIFF
2025-01-01,STAR,Strides Pharma Science,EQ,INE939A01011,651.85,744.8,651.85,704.3,704.05,659.4,3458627,2489771383.95,100066,UDIFF
2025-01-01,SUNPHARMA,Sun Pharmaceutical Industries,EQ,INE044A01036,1889.9,1902.95,1878.65,1889.95,1894.0,1886.35,1338092,2528624030.3,100504,UDIFF
2025-01-01,TORNTPHARM,Torrent Pharmaceuticals,EQ,INE685A01028,3368.15,3434.2,3340.15,3418.55,3425.35,3360.05,174032,591993061.65,23741,UDIFF
2025-01-01,WOCKPHARMA,Wockhardt,EQ,INE049B01025,1416.85,1472.0,1414.4,1455.7,1459.0,1416.85,253775,368963855.2,14829,UDIFF
2025-01-01,ZYDUSLIFE,Zydus Lifesciences,EQ,INE010B01027,971.0,980.0,965.3,973.8,972.2,971.7,436960,425262217.9,22934,UDIFF
2025-01-02,ABBOTINDIA,Abbott India,EQ,INE358A01014,30020.0,30186.05,29770.0,29957.25,29883.45,30020.05,6136,183886050.35,3543,UDIFF
