DATE,YEAR,STATUS,ROWS_ADDED,URL,MESSAGE
2025-04-24,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250424_F_0000.csv.zip,
2025-05-01,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-05-09,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250509_F_0000.csv.zip,
2025-05-19,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250519_F_0000.csv.zip,
2025-05-23,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250523_F_0000.csv.zip,
2025-05-26,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250526_F_0000.csv.zip,
2025-06-11,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250611_F_0000.csv.zip,
2025-06-12,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250612_F_0000.csv.zip,
2025-06-19,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250619_F_0000.csv.zip,
2025-06-23,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250623_F_0000.csv.zip,
2025-07-11,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250711_F_0000.csv.zip,
2025-07-16,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250716_F_0000.csv.zip,
2025-07-22,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250722_F_0000.csv.zip,
2025-07-29,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250729_F_0000.csv.zip,
2025-08-15,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-08-18,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250818_F_0000.csv.zip,
2025-08-27,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-08-28,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250828_F_0000.csv.zip,
2025-09-05,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250905_F_0000.csv.zip,
2025-09-10,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250910_F_0000.csv.zip,
2025-09-11,2025,RECOVERED,29,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20250911_F_0000.csv.zip,
2025-10-01,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251001_F_0000.csv.zip,
2025-10-02,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-10-07,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251007_F_0000.csv.zip,
2025-10-22,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-11-05,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
2025-11-06,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251106_F_0000.csv.zip,
2025-11-12,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251112_F_0000.csv.zip,
2025-11-27,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251127_F_0000.csv.zip,
2025-12-05,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251205_F_0000.csv.zip,
2025-12-11,2025,RECOVERED,28,https://nsearchives.nseindia.com/content/cm/BhavCopy_NSE_CM_0_0_0_20251211_F_0000.csv.zip,
2025-12-25,2025,NOT_FOUND_IN_DIRECT_ARCHIVE,0,,No file found on direct NSE archive hosts
