DATE,STATUS,ROWS,MESSAGE
2019-06-03,SUCCESS,25,
2019-06-04,SUCCESS,25,
2019-06-05,NO_REPORT,0,Likely NSE holiday
2019-06-06,SUCCESS,25,
2019-06-07,SUCCESS,25,
2019-06-10,SUCCESS,25,
2019-06-11,SUCCESS,25,
2019-06-12,SUCCESS,25,
2019-06-13,SUCCESS,25,
2019-06-14,SUCCESS,25,
2019-06-17,SUCCESS,25,
2019-06-18,SUCCESS,25,
2019-06-19,SUCCESS,25,
2019-06-20,SUCCESS,25,
2019-06-21,SUCCESS,25,
2019-06-24,NO_REPORT,0,Likely NSE holiday
2019-06-25,SUCCESS,25,
2019-06-26,NO_REPORT,0,Likely NSE holiday
2019-06-27,SUCCESS,25,
2019-06-28,SUCCESS,25,
2019-07-01,SUCCESS,25,
2019-07-02,SUCCESS,25,
2019-07-03,SUCCESS,25,
2019-07-04,SUCCESS,25,
2019-07-05,NO_REPORT,0,Likely NSE holiday
2019-07-08,SUCCESS,25,
2019-07-09,NO_REPORT,0,Likely NSE holiday
2019-07-10,SUCCESS,25,
2019-07-11,SUCCESS,25,
2019-07-12,SUCCESS,25,
2019-07-15,NO_REPORT,0,Likely NSE holiday
2019-07-16,SUCCESS,25,
2019-07-17,SUCCESS,25,
2019-07-18,SUCCESS,25,
2019-07-19,SUCCESS,25,
2019-07-22,SUCCESS,25,
2019-07-23,SUCCESS,25,
2019-07-24,SUCCESS,25,
2019-07-25,SUCCESS,25,
2019-07-26,SUCCESS,25,
2019-07-29,SUCCESS,25,
2019-07-30,SUCCESS,25,
2019-07-31,SUCCESS,25,
2019-08-01,NO_REPORT,0,Likely NSE holiday
2019-08-02,NO_REPORT,0,Likely NSE holiday
2019-08-05,SUCCESS,25,
2019-08-06,SUCCESS,25,
2019-08-07,SUCCESS,25,
2019-08-08,SUCCESS,25,
2019-08-09,SUCCESS,25,
2019-08-12,NO_REPORT,0,Likely NSE holiday
2019-08-13,SUCCESS,25,
2019-08-14,SUCCESS,25,
2019-08-15,NO_REPORT,0,Likely NSE holiday
2019-08-16,SUCCESS,25,
2019-08-19,NO_REPORT,0,Likely NSE holiday
2019-08-20,SUCCESS,25,
2019-08-21,SUCCESS,25,
2019-08-22,SUCCESS,26,
2019-08-23,SUCCESS,25,
2019-08-26,SUCCESS,25,
2019-08-27,SUCCESS,25,
2019-08-28,SUCCESS,25,
2019-08-29,SUCCESS,25,
2019-08-30,SUCCESS,25,
2019-09-02,NO_REPORT,0,Likely NSE holiday
2019-09-03,SUCCESS,25,
2019-09-04,SUCCESS,25,
2019-09-05,SUCCESS,25,
2019-09-06,SUCCESS,25,
2019-09-09,SUCCESS,25,
2019-09-10,NO_REPORT,0,Likely NSE holiday
2019-09-11,SUCCESS,25,
2019-09-12,SUCCESS,25,
2019-09-13,SUCCESS,25,
2019-09-16,SUCCESS,25,
2019-09-17,SUCCESS,25,
2019-09-18,SUCCESS,25,
2019-09-19,SUCCESS,25,
2019-09-20,SUCCESS,25,
2019-09-23,SUCCESS,25,
2019-09-24,SUCCESS,25,
2019-09-25,NO_REPORT,0,Likely NSE holiday
2019-09-26,SUCCESS,25,
2019-09-27,NO_REPORT,0,Likely NSE holiday
2019-09-30,SUCCESS,25,
2019-10-01,SUCCESS,25,
2019-10-02,NO_REPORT,0,Likely NSE holiday
2019-10-03,SUCCESS,25,
2019-10-04,SUCCESS,25,
2019-10-07,SUCCESS,25,
2019-10-08,NO_REPORT,0,Likely NSE holiday
2019-10-09,NO_REPORT,0,Likely NSE holiday
2019-10-10,SUCCESS,25,
2019-10-11,SUCCESS,25,
2019-10-14,SUCCESS,25,
2019-10-15,SUCCESS,25,
2019-10-16,SUCCESS,25,
2019-10-17,SUCCESS,25,
2019-10-18,SUCCESS,25,
2019-10-21,NO_REPORT,0,Likely NSE holiday
2019-10-22,SUCCESS,25,
2019-10-23,SUCCESS,25,
2019-10-24,SUCCESS,25,
2019-10-25,SUCCESS,25,
2019-10-28,NO_REPORT,0,Likely NSE holiday
2019-10-29,SUCCESS,25,
2019-10-30,NO_REPORT,0,Likely NSE holiday
2019-10-31,SUCCESS,25,
2019-11-01,SUCCESS,25,
2019-11-04,SUCCESS,25,
2019-11-05,SUCCESS,25,
2019-11-06,SUCCESS,25,
2019-11-07,SUCCESS,25,
2019-11-08,SUCCESS,25,
2019-11-11,SUCCESS,25,
2019-11-12,NO_REPORT,0,Likely NSE holiday
2019-11-13,SUCCESS,25,
2019-11-14,NO_REPORT,0,Likely NSE holiday
2019-11-15,SUCCESS,25,
2019-11-18,SUCCESS,25,
2019-11-19,NO_REPORT,0,Likely NSE holiday
2019-11-20,SUCCESS,25,
2019-11-21,SUCCESS,25,
2019-11-22,NO_REPORT,0,Likely NSE holiday
2019-11-25,SUCCESS,25,
2019-11-26,NO_REPORT,0,Likely NSE holiday
2019-11-27,SUCCESS,25,
2019-11-28,NO_REPORT,0,Likely NSE holiday
2019-11-29,NO_REPORT,0,Likely NSE holiday
2019-12-02,SUCCESS,25,
2019-12-03,SUCCESS,25,
2019-12-04,SUCCESS,25,
2019-12-05,SUCCESS,25,
2019-12-06,NO_REPORT,0,Likely NSE holiday
2019-12-09,SUCCESS,25,
2019-12-10,SUCCESS,25,
2019-12-11,SUCCESS,25,
2019-12-12,NO_REPORT,0,Likely NSE holiday
2019-12-13,SUCCESS,25,
2019-12-16,SUCCESS,25,
2019-12-17,NO_REPORT,0,Likely NSE holiday
2019-12-18,SUCCESS,25,
2019-12-19,SUCCESS,25,
2019-12-20,SUCCESS,25,
2019-12-23,SUCCESS,25,
2019-12-24,SUCCESS,25,
2019-12-25,NO_REPORT,0,Likely NSE holiday
2019-12-26,SUCCESS,25,
2019-12-27,SUCCESS,25,
2019-12-30,SUCCESS,25,
2019-12-31,NO_REPORT,0,Likely NSE holiday
