DATE,STATUS,ROWS,MESSAGE
2026-03-19,NO_REPORT,0,Likely NSE holiday
2026-03-20,SUCCESS,28,
2026-03-23,SUCCESS,28,
2026-03-24,SUCCESS,28,
2026-03-25,SUCCESS,28,
2026-03-26,NO_REPORT,0,Likely NSE holiday
2026-03-27,SUCCESS,28,
2026-03-30,NO_REPORT,0,Likely NSE holiday
2026-03-31,NO_REPORT,0,Likely NSE holiday
2026-04-01,NO_REPORT,0,Likely NSE holiday
2026-04-02,NO_REPORT,0,Likely NSE holiday
2026-04-03,NO_REPORT,0,Likely NSE holiday
2026-04-06,NO_REPORT,0,Likely NSE holiday
2026-04-07,SUCCESS,28,
2026-04-08,SUCCESS,28,
2026-04-09,SUCCESS,28,
2026-04-10,SUCCESS,28,
2026-04-13,SUCCESS,28,
2026-04-14,NO_REPORT,0,Likely NSE holiday
2026-04-15,SUCCESS,28,
2026-04-16,SUCCESS,28,
2026-04-17,NO_REPORT,0,Likely NSE holiday
2026-04-20,SUCCESS,28,
2026-04-21,SUCCESS,28,
2026-04-22,SUCCESS,28,
2026-04-23,SUCCESS,28,
2026-04-24,SUCCESS,28,
2026-04-27,SUCCESS,28,
2026-04-28,SUCCESS,28,
2026-04-29,SUCCESS,28,
2026-04-30,SUCCESS,28,
2026-05-01,NO_REPORT,0,Likely NSE holiday
2026-05-04,SUCCESS,28,
2026-05-05,SUCCESS,28,
2026-05-06,SUCCESS,28,
2026-05-07,SUCCESS,28,
2026-05-08,SUCCESS,28,
2026-05-11,SUCCESS,28,
2026-05-12,SUCCESS,28,
2026-05-13,SUCCESS,28,
2026-05-14,SUCCESS,28,
2026-05-15,SUCCESS,28,
2026-05-18,NO_REPORT,0,Likely NSE holiday
2026-05-19,SUCCESS,28,
2026-05-20,SUCCESS,28,
2026-05-21,SUCCESS,28,
2026-05-22,SUCCESS,28,
2026-05-25,SUCCESS,28,
2026-05-26,SUCCESS,28,
2026-05-27,SUCCESS,28,
2026-05-28,NO_REPORT,0,Likely NSE holiday
2026-05-29,SUCCESS,28,
2026-06-01,SUCCESS,28,
2026-06-02,SUCCESS,29,
2026-06-03,SUCCESS,28,
2026-06-04,SUCCESS,28,
2026-06-05,SUCCESS,28,
2026-06-08,SUCCESS,28,
2026-06-09,SUCCESS,29,
2026-06-10,SUCCESS,28,
2026-06-11,SUCCESS,28,
2026-06-12,SUCCESS,28,
2026-06-15,SUCCESS,28,
2026-06-16,SUCCESS,28,
2026-06-17,SUCCESS,28,
2026-06-18,SUCCESS,28,
2026-06-19,SUCCESS,28,
2026-06-22,NO_REPORT,0,Likely NSE holiday
2026-06-23,SUCCESS,28,
2026-06-24,NO_REPORT,0,Likely NSE holiday
2026-06-25,SUCCESS,28,
2026-06-26,NO_REPORT,0,Likely NSE holiday
2026-06-29,SUCCESS,28,
2026-06-30,NO_REPORT,0,Likely NSE holiday
2026-07-01,SUCCESS,28,
2026-07-02,SUCCESS,28,
2026-07-03,NO_REPORT,0,Likely NSE holiday
2026-07-06,SUCCESS,28,
2026-07-07,SUCCESS,28,
2026-07-08,SUCCESS,28,
2026-07-09,SUCCESS,28,
2026-07-10,SUCCESS,28,
2026-07-13,SUCCESS,28,
2026-07-14,SUCCESS,29,
2026-07-15,NO_REPORT,0,Likely NSE holiday
2026-07-16,SUCCESS,28,
2026-07-17,SUCCESS,27,
2026-07-20,SUCCESS,27,
2026-07-21,SUCCESS,27,
2026-07-22,SUCCESS,27,
2026-07-23,SUCCESS,27,
2026-07-24,SUCCESS,27,
2026-07-27,NO_REPORT,0,Likely NSE holiday
2026-07-28,SUCCESS,27,
2026-07-29,SUCCESS,27,
2026-07-30,SUCCESS,27,
2026-07-31,SUCCESS,27,
