DATE,STATUS,ROWS,MESSAGE
2020-10-15,SUCCESS,25,
2020-10-16,SUCCESS,25,
2020-10-19,SUCCESS,25,
2020-10-20,SUCCESS,25,
2020-10-21,SUCCESS,25,
2020-10-22,SUCCESS,25,
2020-10-23,SUCCESS,25,
2020-10-26,NO_REPORT,0,Likely NSE holiday
2020-10-27,NO_REPORT,0,Likely NSE holiday
2020-10-28,SUCCESS,25,
2020-10-29,SUCCESS,25,
2020-10-30,SUCCESS,25,
2020-11-02,SUCCESS,25,
2020-11-03,NO_REPORT,0,Likely NSE holiday
2020-11-04,SUCCESS,26,
2020-11-05,SUCCESS,25,
2020-11-06,SUCCESS,25,
2020-11-09,SUCCESS,25,
2020-11-10,SUCCESS,25,
2020-11-11,SUCCESS,25,
2020-11-12,SUCCESS,25,
2020-11-13,SUCCESS,25,
2020-11-16,NO_REPORT,0,Likely NSE holiday
2020-11-17,SUCCESS,25,
2020-11-18,NO_REPORT,0,Likely NSE holiday
2020-11-19,SUCCESS,25,
2020-11-20,SUCCESS,26,
2020-11-23,SUCCESS,26,
2020-11-24,SUCCESS,26,
2020-11-25,SUCCESS,26,
2020-11-26,SUCCESS,26,
2020-11-27,SUCCESS,26,
2020-11-30,NO_REPORT,0,Likely NSE holiday
2020-12-01,SUCCESS,26,
2020-12-02,SUCCESS,26,
2020-12-03,SUCCESS,26,
2020-12-04,SUCCESS,26,
2020-12-07,SUCCESS,26,
2020-12-08,SUCCESS,26,
2020-12-09,NO_REPORT,0,Likely NSE holiday
2020-12-10,SUCCESS,26,
2020-12-11,SUCCESS,26,
2020-12-14,SUCCESS,26,
2020-12-15,SUCCESS,26,
2020-12-16,SUCCESS,26,
2020-12-17,NO_REPORT,0,Likely NSE holiday
2020-12-18,NO_REPORT,0,Likely NSE holiday
2020-12-21,SUCCESS,26,
2020-12-22,SUCCESS,26,
2020-12-23,SUCCESS,26,
2020-12-24,SUCCESS,26,
2020-12-25,NO_REPORT,0,Likely NSE holiday
2020-12-28,SUCCESS,26,
2020-12-29,SUCCESS,26,
2020-12-30,SUCCESS,26,
2020-12-31,SUCCESS,26,
