DATE,STATUS,ROWS,MESSAGE
2017-03-27,SUCCESS,25,
2017-03-28,SUCCESS,27,
2017-03-29,NO_REPORT,0,Likely NSE holiday
2017-03-30,SUCCESS,25,
2017-03-31,SUCCESS,25,
2017-04-03,SUCCESS,25,
2017-04-04,NO_REPORT,0,Likely NSE holiday
2017-04-05,SUCCESS,25,
2017-04-06,SUCCESS,25,
2017-04-07,SUCCESS,25,
2017-04-10,SUCCESS,25,
2017-04-11,SUCCESS,25,
2017-04-12,SUCCESS,25,
2017-04-13,SUCCESS,25,
2017-04-14,NO_REPORT,0,Likely NSE holiday
2017-04-17,SUCCESS,25,
2017-04-18,NO_REPORT,0,Likely NSE holiday
2017-04-19,SUCCESS,25,
2017-04-20,SUCCESS,25,
2017-04-21,SUCCESS,25,
2017-04-24,SUCCESS,25,
2017-04-25,SUCCESS,25,
2017-04-26,SUCCESS,25,
2017-04-27,SUCCESS,25,
2017-04-28,SUCCESS,25,
2017-05-01,NO_REPORT,0,Likely NSE holiday
2017-05-02,NO_REPORT,0,Likely NSE holiday
2017-05-03,SUCCESS,25,
2017-05-04,SUCCESS,25,
2017-05-05,SUCCESS,25,
2017-05-08,SUCCESS,25,
2017-05-09,SUCCESS,25,
2017-05-10,SUCCESS,25,
2017-05-11,SUCCESS,25,
2017-05-12,SUCCESS,25,
2017-05-15,SUCCESS,25,
2017-05-16,SUCCESS,25,
2017-05-17,NO_REPORT,0,Likely NSE holiday
2017-05-18,SUCCESS,25,
2017-05-19,SUCCESS,25,
2017-05-22,SUCCESS,25,
2017-05-23,NO_REPORT,0,Likely NSE holiday
2017-05-24,SUCCESS,25,
2017-05-25,SUCCESS,25,
2017-05-26,SUCCESS,25,
2017-05-29,SUCCESS,25,
2017-05-30,SUCCESS,25,
2017-05-31,SUCCESS,25,
2017-06-01,SUCCESS,25,
2017-06-02,SUCCESS,25,
2017-06-05,SUCCESS,25,
2017-06-06,SUCCESS,25,
2017-06-07,SUCCESS,25,
2017-06-08,SUCCESS,25,
2017-06-09,SUCCESS,25,
2017-06-12,SUCCESS,25,
2017-06-13,SUCCESS,25,
2017-06-14,NO_REPORT,0,Likely NSE holiday
2017-06-15,SUCCESS,25,
2017-06-16,SUCCESS,25,
2017-06-19,SUCCESS,25,
2017-06-20,SUCCESS,25,
2017-06-21,SUCCESS,25,
2017-06-22,SUCCESS,25,
2017-06-23,SUCCESS,25,
2017-06-26,NO_REPORT,0,Likely NSE holiday
2017-06-27,SUCCESS,25,
2017-06-28,NO_REPORT,0,Likely NSE holiday
2017-06-29,SUCCESS,25,
2017-06-30,SUCCESS,25,
2017-07-03,SUCCESS,25,
2017-07-04,SUCCESS,25,
2017-07-05,SUCCESS,26,
2017-07-06,SUCCESS,25,
2017-07-07,SUCCESS,25,
2017-07-10,NO_REPORT,0,Likely NSE holiday
2017-07-11,SUCCESS,25,
2017-07-12,NO_REPORT,0,Likely NSE holiday
2017-07-13,SUCCESS,25,
2017-07-14,SUCCESS,25,
2017-07-17,SUCCESS,25,
2017-07-18,NO_REPORT,0,Likely NSE holiday
2017-07-19,SUCCESS,25,
2017-07-20,NO_REPORT,0,Likely NSE holiday
2017-07-21,SUCCESS,25,
2017-07-24,SUCCESS,25,
2017-07-25,SUCCESS,25,
2017-07-26,SUCCESS,25,
2017-07-27,SUCCESS,25,
2017-07-28,SUCCESS,25,
2017-07-31,SUCCESS,25,
2017-08-01,SUCCESS,25,
2017-08-02,SUCCESS,25,
2017-08-03,SUCCESS,25,
2017-08-04,NO_REPORT,0,Likely NSE holiday
2017-08-07,SUCCESS,25,
2017-08-08,SUCCESS,25,
2017-08-09,NO_REPORT,0,Likely NSE holiday
2017-08-10,SUCCESS,25,
2017-08-11,SUCCESS,25,
2017-08-14,SUCCESS,25,
2017-08-15,NO_REPORT,0,Likely NSE holiday
2017-08-16,SUCCESS,25,
2017-08-17,SUCCESS,25,
2017-08-18,SUCCESS,25,
2017-08-21,SUCCESS,25,
2017-08-22,SUCCESS,25,
2017-08-23,SUCCESS,25,
2017-08-24,SUCCESS,25,
2017-08-25,NO_REPORT,0,Likely NSE holiday
2017-08-28,SUCCESS,25,
2017-08-29,SUCCESS,25,
2017-08-30,SUCCESS,25,
2017-08-31,SUCCESS,25,
2017-09-01,SUCCESS,25,
2017-09-04,SUCCESS,25,
2017-09-05,NO_REPORT,0,Likely NSE holiday
2017-09-06,SUCCESS,25,
2017-09-07,SUCCESS,25,
2017-09-08,NO_REPORT,0,Likely NSE holiday
2017-09-11,SUCCESS,25,
2017-09-12,SUCCESS,25,
2017-09-13,SUCCESS,25,
2017-09-14,SUCCESS,25,
2017-09-15,NO_REPORT,0,Likely NSE holiday
2017-09-18,SUCCESS,25,
2017-09-19,NO_REPORT,0,Likely NSE holiday
2017-09-20,SUCCESS,25,
2017-09-21,SUCCESS,25,
2017-09-22,SUCCESS,25,
2017-09-25,SUCCESS,25,
2017-09-26,SUCCESS,25,
2017-09-27,SUCCESS,25,
2017-09-28,SUCCESS,25,
2017-09-29,SUCCESS,25,
2017-10-02,NO_REPORT,0,Likely NSE holiday
2017-10-03,SUCCESS,25,
2017-10-04,SUCCESS,25,
2017-10-05,SUCCESS,25,
2017-10-06,NO_REPORT,0,Likely NSE holiday
2017-10-09,NO_REPORT,0,Likely NSE holiday
2017-10-10,SUCCESS,25,
2017-10-11,SUCCESS,25,
2017-10-12,SUCCESS,25,
2017-10-13,SUCCESS,25,
2017-10-16,NO_REPORT,0,Likely NSE holiday
2017-10-17,SUCCESS,25,
2017-10-18,NO_REPORT,0,Likely NSE holiday
2017-10-19,SUCCESS,25,
2017-10-20,NO_REPORT,0,Likely NSE holiday
2017-10-23,SUCCESS,25,
2017-10-24,SUCCESS,25,
2017-10-25,SUCCESS,25,
2017-10-26,SUCCESS,25,
2017-10-27,SUCCESS,25,
2017-10-30,SUCCESS,25,
2017-10-31,SUCCESS,25,
2017-11-01,NO_REPORT,0,Likely NSE holiday
2017-11-02,SUCCESS,25,
2017-11-03,SUCCESS,25,
2017-11-06,NO_REPORT,0,Likely NSE holiday
2017-11-07,SUCCESS,25,
2017-11-08,NO_REPORT,0,Likely NSE holiday
2017-11-09,SUCCESS,25,
2017-11-10,SUCCESS,25,
2017-11-13,SUCCESS,25,
2017-11-14,SUCCESS,25,
2017-11-15,SUCCESS,25,
2017-11-16,SUCCESS,26,
2017-11-17,SUCCESS,26,
2017-11-20,SUCCESS,26,
2017-11-21,SUCCESS,26,
2017-11-22,SUCCESS,25,
2017-11-23,SUCCESS,26,
2017-11-24,SUCCESS,26,
2017-11-27,SUCCESS,25,
2017-11-28,NO_REPORT,0,Likely NSE holiday
2017-11-29,SUCCESS,26,
2017-11-30,NO_REPORT,0,Likely NSE holiday
2017-12-01,SUCCESS,26,
2017-12-04,SUCCESS,25,
2017-12-05,NO_REPORT,0,Likely NSE holiday
2017-12-06,SUCCESS,25,
2017-12-07,SUCCESS,25,
2017-12-08,SUCCESS,26,
2017-12-11,SUCCESS,26,
2017-12-12,SUCCESS,26,
2017-12-13,SUCCESS,25,
2017-12-14,SUCCESS,25,
2017-12-15,SUCCESS,26,
2017-12-18,NO_REPORT,0,Likely NSE holiday
2017-12-19,NO_REPORT,0,Likely NSE holiday
2017-12-20,SUCCESS,25,
2017-12-21,SUCCESS,25,
2017-12-22,SUCCESS,26,
2017-12-25,NO_REPORT,0,Likely NSE holiday
2017-12-26,SUCCESS,25,
2017-12-27,SUCCESS,25,
2017-12-28,SUCCESS,25,
2017-12-29,SUCCESS,25,
