DATE,STATUS,ROWS,MESSAGE
2025-12-16,SUCCESS,28,
2025-12-17,SUCCESS,28,
2025-12-18,SUCCESS,28,
2025-12-19,SUCCESS,28,
2025-12-22,SUCCESS,28,
2025-12-23,SUCCESS,28,
2025-12-24,SUCCESS,28,
2025-12-25,NO_REPORT,0,Likely NSE holiday
2025-12-26,SUCCESS,28,
2025-12-29,SUCCESS,28,
2025-12-30,SUCCESS,28,
2025-12-31,SUCCESS,28,
