DATE,STATUS,ROWS,MESSAGE
2025-01-01,SUCCESS,29,
2025-01-02,NO_REPORT,0,Likely NSE holiday
2025-01-03,SUCCESS,29,
2025-01-06,SUCCESS,29,
2025-01-07,SUCCESS,29,
2025-01-08,SUCCESS,29,
2025-01-09,SUCCESS,29,
2025-01-10,SUCCESS,29,
2025-01-13,SUCCESS,29,
2025-01-14,SUCCESS,29,
2025-01-15,SUCCESS,29,
2025-01-16,SUCCESS,29,
2025-01-17,SUCCESS,29,
2025-01-20,SUCCESS,29,
2025-01-21,SUCCESS,29,
2025-01-22,NO_REPORT,0,Likely NSE holiday
2025-01-23,SUCCESS,31,
2025-01-24,NO_REPORT,0,Likely NSE holiday
2025-01-27,SUCCESS,29,
2025-01-28,NO_REPORT,0,Likely NSE holiday
2025-01-29,SUCCESS,29,
2025-01-30,SUCCESS,29,
2025-01-31,SUCCESS,29,
2025-02-03,SUCCESS,29,
2025-02-04,SUCCESS,29,
2025-02-05,SUCCESS,30,
2025-02-06,SUCCESS,29,
2025-02-07,SUCCESS,29,
2025-02-10,SUCCESS,29,
2025-02-11,NO_REPORT,0,Likely NSE holiday
2025-02-12,NO_REPORT,0,Likely NSE holiday
2025-02-13,SUCCESS,29,
2025-02-14,SUCCESS,29,
2025-02-17,NO_REPORT,0,Likely NSE holiday
2025-02-18,SUCCESS,29,
2025-02-19,SUCCESS,29,
2025-02-20,SUCCESS,29,
2025-02-21,SUCCESS,30,
2025-02-24,SUCCESS,29,
2025-02-25,SUCCESS,29,
2025-02-26,NO_REPORT,0,Likely NSE holiday
2025-02-27,SUCCESS,29,
2025-02-28,SUCCESS,29,
2025-03-03,SUCCESS,29,
2025-03-04,NO_REPORT,0,Likely NSE holiday
2025-03-05,NO_REPORT,0,Likely NSE holiday
2025-03-06,NO_REPORT,0,Likely NSE holiday
2025-03-07,SUCCESS,29,
2025-03-10,SUCCESS,29,
2025-03-11,SUCCESS,29,
2025-03-12,SUCCESS,29,
2025-03-13,SUCCESS,29,
2025-03-14,NO_REPORT,0,Likely NSE holiday
2025-03-17,SUCCESS,29,
2025-03-18,SUCCESS,29,
2025-03-19,SUCCESS,29,
2025-03-20,SUCCESS,29,
2025-03-21,SUCCESS,29,
2025-03-24,SUCCESS,29,
2025-03-25,NO_REPORT,0,Likely NSE holiday
2025-03-26,SUCCESS,29,
2025-03-27,SUCCESS,29,
2025-03-28,SUCCESS,29,
2025-03-31,NO_REPORT,0,Likely NSE holiday
2025-04-01,SUCCESS,29,
2025-04-02,SUCCESS,29,
2025-04-03,NO_REPORT,0,Likely NSE holiday
2025-04-04,SUCCESS,29,
2025-04-07,SUCCESS,29,
2025-04-08,SUCCESS,29,
2025-04-09,SUCCESS,29,
2025-04-10,NO_REPORT,0,Likely NSE holiday
2025-04-11,SUCCESS,29,
2025-04-14,NO_REPORT,0,Likely NSE holiday
2025-04-15,SUCCESS,29,
2025-04-16,NO_REPORT,0,Likely NSE holiday
2025-04-17,NO_REPORT,0,Likely NSE holiday
2025-04-18,NO_REPORT,0,Likely NSE holiday
2025-04-21,SUCCESS,29,
2025-04-22,SUCCESS,29,
2025-04-23,SUCCESS,29,
2025-04-24,NO_REPORT,0,Likely NSE holiday
2025-04-25,SUCCESS,29,
2025-04-28,SUCCESS,29,
2025-04-29,SUCCESS,29,
2025-04-30,SUCCESS,29,
2025-05-01,NO_REPORT,0,Likely NSE holiday
2025-05-02,SUCCESS,29,
2025-05-05,SUCCESS,29,
2025-05-06,SUCCESS,29,
2025-05-07,SUCCESS,29,
2025-05-08,SUCCESS,29,
2025-05-09,NO_REPORT,0,Likely NSE holiday
2025-05-12,SUCCESS,29,
2025-05-13,SUCCESS,29,
2025-05-14,SUCCESS,29,
2025-05-15,SUCCESS,29,
2025-05-16,SUCCESS,29,
2025-05-19,NO_REPORT,0,Likely NSE holiday
2025-05-20,SUCCESS,29,
2025-05-21,SUCCESS,29,
2025-05-22,SUCCESS,29,
2025-05-23,NO_REPORT,0,Likely NSE holiday
2025-05-26,NO_REPORT,0,Likely NSE holiday
2025-05-27,SUCCESS,29,
2025-05-28,SUCCESS,29,
2025-05-29,SUCCESS,29,
2025-05-30,SUCCESS,29,
2025-06-02,SUCCESS,29,
2025-06-03,SUCCESS,29,
2025-06-04,SUCCESS,29,
2025-06-05,SUCCESS,29,
2025-06-06,SUCCESS,29,
2025-06-09,SUCCESS,29,
2025-06-10,SUCCESS,29,
2025-06-11,NO_REPORT,0,Likely NSE holiday
2025-06-12,NO_REPORT,0,Likely NSE holiday
2025-06-13,SUCCESS,29,
2025-06-16,SUCCESS,29,
2025-06-17,SUCCESS,29,
2025-06-18,SUCCESS,29,
2025-06-19,NO_REPORT,0,Likely NSE holiday
2025-06-20,SUCCESS,29,
2025-06-23,NO_REPORT,0,Likely NSE holiday
2025-06-24,SUCCESS,29,
2025-06-25,SUCCESS,29,
2025-06-26,SUCCESS,29,
2025-06-27,SUCCESS,29,
2025-06-30,SUCCESS,29,
2025-07-01,SUCCESS,29,
2025-07-02,SUCCESS,29,
2025-07-03,SUCCESS,29,
2025-07-04,SUCCESS,29,
2025-07-07,SUCCESS,29,
2025-07-08,SUCCESS,29,
2025-07-09,SUCCESS,29,
2025-07-10,SUCCESS,29,
2025-07-11,NO_REPORT,0,Likely NSE holiday
2025-07-14,SUCCESS,33,
2025-07-15,SUCCESS,29,
2025-07-16,NO_REPORT,0,Likely NSE holiday
2025-07-17,SUCCESS,29,
2025-07-18,SUCCESS,29,
2025-07-21,SUCCESS,29,
2025-07-22,NO_REPORT,0,Likely NSE holiday
2025-07-23,SUCCESS,29,
2025-07-24,SUCCESS,29,
2025-07-25,SUCCESS,29,
2025-07-28,SUCCESS,29,
2025-07-29,NO_REPORT,0,Likely NSE holiday
2025-07-30,SUCCESS,29,
2025-07-31,SUCCESS,29,
2025-08-01,SUCCESS,29,
2025-08-04,SUCCESS,29,
2025-08-05,SUCCESS,29,
2025-08-06,SUCCESS,29,
2025-08-07,SUCCESS,29,
2025-08-08,SUCCESS,29,
2025-08-11,SUCCESS,29,
2025-08-12,SUCCESS,29,
2025-08-13,SUCCESS,29,
2025-08-14,SUCCESS,29,
2025-08-15,NO_REPORT,0,Likely NSE holiday
2025-08-18,NO_REPORT,0,Likely NSE holiday
2025-08-19,SUCCESS,29,
2025-08-20,SUCCESS,29,
2025-08-21,SUCCESS,29,
2025-08-22,SUCCESS,29,
2025-08-25,SUCCESS,29,
2025-08-26,SUCCESS,29,
2025-08-27,NO_REPORT,0,Likely NSE holiday
2025-08-28,NO_REPORT,0,Likely NSE holiday
2025-08-29,SUCCESS,29,
2025-09-01,SUCCESS,29,
2025-09-02,SUCCESS,29,
2025-09-03,SUCCESS,29,
2025-09-04,SUCCESS,29,
2025-09-05,NO_REPORT,0,Likely NSE holiday
2025-09-08,SUCCESS,29,
2025-09-09,SUCCESS,30,
2025-09-10,NO_REPORT,0,Likely NSE holiday
2025-09-11,NO_REPORT,0,Likely NSE holiday
2025-09-12,SUCCESS,29,
2025-09-15,SUCCESS,29,
2025-09-16,SUCCESS,30,
2025-09-17,SUCCESS,30,
2025-09-18,SUCCESS,30,
2025-09-19,SUCCESS,29,
2025-09-22,SUCCESS,29,
2025-09-23,SUCCESS,28,
2025-09-24,SUCCESS,28,
2025-09-25,SUCCESS,28,
2025-09-26,SUCCESS,28,
2025-09-29,SUCCESS,28,
2025-09-30,SUCCESS,28,
2025-10-01,NO_REPORT,0,Likely NSE holiday
2025-10-02,NO_REPORT,0,Likely NSE holiday
2025-10-03,SUCCESS,28,
2025-10-06,SUCCESS,28,
2025-10-07,NO_REPORT,0,Likely NSE holiday
2025-10-08,SUCCESS,28,
2025-10-09,SUCCESS,30,
2025-10-10,SUCCESS,28,
2025-10-13,SUCCESS,30,
2025-10-14,SUCCESS,30,
2025-10-15,SUCCESS,28,
2025-10-16,SUCCESS,30,
2025-10-17,SUCCESS,28,
2025-10-20,SUCCESS,28,
2025-10-21,SUCCESS,28,
2025-10-22,NO_REPORT,0,Likely NSE holiday
2025-10-23,SUCCESS,28,
2025-10-24,SUCCESS,28,
2025-10-27,SUCCESS,28,
2025-10-28,SUCCESS,28,
2025-10-29,SUCCESS,28,
2025-10-30,SUCCESS,28,
2025-10-31,SUCCESS,28,
2025-11-03,SUCCESS,28,
2025-11-04,SUCCESS,28,
2025-11-05,NO_REPORT,0,Likely NSE holiday
2025-11-06,NO_REPORT,0,Likely NSE holiday
2025-11-07,SUCCESS,28,
2025-11-10,SUCCESS,28,
2025-11-11,SUCCESS,28,
2025-11-12,NO_REPORT,0,Likely NSE holiday
2025-11-13,SUCCESS,28,
2025-11-14,SUCCESS,28,
2025-11-17,SUCCESS,28,
2025-11-18,SUCCESS,29,
2025-11-19,SUCCESS,28,
2025-11-20,SUCCESS,28,
2025-11-21,SUCCESS,28,
2025-11-24,SUCCESS,28,
2025-11-25,SUCCESS,28,
2025-11-26,SUCCESS,28,
2025-11-27,NO_REPORT,0,Likely NSE holiday
2025-11-28,SUCCESS,28,
2025-12-01,SUCCESS,28,
2025-12-02,SUCCESS,28,
2025-12-03,SUCCESS,28,
2025-12-04,SUCCESS,28,
2025-12-05,NO_REPORT,0,Likely NSE holiday
2025-12-08,SUCCESS,28,
2025-12-09,SUCCESS,28,
2025-12-10,SUCCESS,28,
2025-12-11,NO_REPORT,0,Likely NSE holiday
2025-12-12,SUCCESS,28,
2025-12-15,SUCCESS,28,
